STCODE,ENTITY,SITECODE,WATERYEAR,DATE_TIME,LABNO,TYPE,Q_AREA_CM,QCODE,PH,PHCODE,COND,CONDCODE,ALK,ALKCODE,SSED,SSEDCODE,SI,SICODE,UTP,UTPCODE,TDP,TDPCODE,PARTP,PARTPCODE,PO4P,PO4PCODE,UTN,UTNCODE,TDN,TDNCODE,DON,DONCODE,PARTN,PARTNCODE,UTKN,UTKNCODE,TKN,TKNCODE,NH3N,NH3NCODE,NO3N,NO3NCODE,NA,NACODE,K,KCODE,CA,CACODE,MG,MGCODE,SO4S,SO4SCODE,CL,CLCODE,DOC,DOCCODE,PVOL,PVOLCODE,ANCA,ANCACODE 
CF002,1,"GSWS10",1997,1997-07-15 08:35:00,1849,F,0.90,A,7.7,A,62.8,A,27.21,A,0.62,A,9.25,A,0.038,A,0.035,A,0.003,D,0.022,A,0.07,D,0.06,D,0.04,D,0.01,D,0.06,A,0.05,A,0.011,A,0.007,A,3.34,A,0.23,A,6.14,A,1.56,A,0.16,A,2.26,A,,N,9.438,A,1.06,D
CF002,1,"GSWS10",1997,1997-08-05 10:30:00,1860,F,0.53,A,7.7,A,72.5,A,29.79,A,0.64,A,9.70,A,0.039,A,0.037,A,0.002,D,0.026,A,0.11,D,0.11,D,0.05,D,0.00,D,0.08,A,0.08,A,0.033,A,0.032,A,3.86,A,0.25,A,7.16,A,1.74,A,0.20,A,3.09,A,,N,9.055,A,1.03,D
CF002,1,"GSWS10",1997,1997-08-26 09:25:00,1875,F,0.28,A,7.7,A,80.3,A,30.00,A,0.54,A,9.54,A,0.036,A,0.030,A,0.006,D,0.023,A,0.10,D,0.09,D,0.04,D,0.01,D,0.06,A,0.05,A,0.009,*,0.039,A,4.05,A,0.25,A,7.27,A,1.84,A,0.22,A,4.47,A,,N,9.689,A,1.07,D
CF002,1,"GSWS10",1997,1997-09-16 12:20:00,1887,F,0.50,E,7.7,A,76.6,A,30.04,A,0.82,A,9.12,A,0.036,A,0.037,A,0.000,D,0.021,A,0.10,D,0.06,D,0.04,D,0.04,D,0.09,A,0.05,A,0.007,*,0.013,A,4.12,A,0.29,A,7.82,A,1.85,A,0.24,A,5.14,A,,N,9.735,A,1.05,D
CF002,1,"GSWS10",1998,1997-10-07 09:20:00,1898,F,1.60,E,7.5,A,65.4,A,22.17,A,1.22,A,8.76,A,0.045,A,0.036,A,0.009,D,0.024,A,0.08,D,0.06,D,0.05,D,0.02,D,0.07,A,0.05,A,0.003,*,0.014,A,3.39,A,0.29,A,6.13,A,1.56,A,0.22,A,6.41,A,,N,9.683,A,1.09,D
CF002,1,"GSWS10",1998,1997-10-28 18:05:00,1909,P,1.31,A,7.5,A,52.1,A,19.62,A,1.15,A,8.28,A,0.039,A,0.031,A,0.008,D,0.024,A,0.06,D,0.05,D,0.03,D,0.01,D,0.05,A,0.04,A,0.008,*,0.008,A,2.84,A,0.22,A,4.94,A,1.28,A,0.22,A,4.18,A,,N,7.977,Q,1.09,D
CF002,1,"GSWS10",1998,1997-11-18 17:05:00,1921,F,7.63,A,7.5,A,43.7,A,19.71,A,5.75,A,8.60,A,0.041,A,0.040,A,0.001,D,0.029,A,0.05,D,0.04,D,0.03,D,0.01,D,0.05,A,0.04,A,0.014,A,0.003,A,2.47,A,0.20,A,4.31,A,1.08,A,0.17,A,1.46,A,,N,9.362,A,1.07,D
CF002,1,"GSWS10",1998,1997-12-09 13:35:00,1932,F,4.43,A,7.5,A,39.0,A,18.29,A,0.56,A,8.58,A,0.041,A,0.039,A,0.002,D,0.029,A,0.05,D,0.04,D,0.02,D,0.01,D,0.04,A,0.03,A,0.013,A,0.005,A,2.32,A,0.18,A,4.00,A,0.98,A,0.14,A,1.24,A,,N,9.225,A,1.07,D
CF002,1,"GSWS10",1998,1997-12-30 15:00:00,1945,F,11.62,A,7.4,A,34.2,A,16.21,A,2.76,A,8.62,A,0.044,A,0.043,A,0.001,D,0.032,A,0.06,D,0.05,D,0.03,D,0.01,D,0.05,A,0.04,A,0.011,A,0.005,A,2.06,A,0.16,A,3.50,A,0.84,A,0.10,A,1.09,A,,N,8.778,A,1.08,D
CF002,1,"GSWS10",1998,1998-01-20 13:30:00,1956,F,34.52,A,7.4,A,32.8,A,15.46,A,4.30,A,8.58,A,0.056,A,0.045,A,0.011,D,0.033,A,0.06,D,0.03,D,0.02,D,0.03,D,0.06,A,0.03,A,0.012,A,0.004,A,2.00,A,0.18,A,3.31,A,0.81,A,0.09,A,1.00,A,,N,11.661,A,1.07,D
CF002,1,"GSWS10",1998,1998-02-10 10:10:00,1967,F,14.38,A,7.5,A,37.5,A,17.42,A,0.65,A,9.23,A,0.048,A,0.047,A,0.001,D,0.033,A,0.01,D*,0.02,D*,0.01,D,0.00,D*,0.01,*,0.02,A,0.006,*,0.001,*,2.21,A,0.18,A,3.82,A,0.95,A,0.10,A,1.48,A,,N,10.411,A,1.08,D*
CF002,1,"GSWS10",1998,1998-03-03 08:50:00,1979,F,19.30,A,7.4,A,34.2,A,16.42,A,1.22,A,8.67,A,0.048,A,0.047,A,0.001,D,0.034,A,0.05,D,0.04,D,0.00,D,0.01,D,0.03,A,0.02,A,0.022,A,0.023,A,2.06,A,0.18,A,3.42,A,0.84,A,0.09,A,0.76,A,,N,11.323,A,1.07,D
CF002,1,"GSWS10",1998,1998-03-24 10:15:00,1990,F,10.12,A,7.5,A,38.3,A,18.46,A,0.87,A,9.06,A,0.041,A,0.042,A,0.000,D,0.034,A,0.02,D*,0.02,D*,0.01,D,0.00,D,0.02,A,0.02,A,0.006,*,0.001,*,2.27,A,0.18,A,3.82,A,0.94,A,0.13,A,1.00,A,,N,9.873,A,1.10,D*
CF002,1,"GSWS10",1998,1998-04-14 09:45:00,2001,F,6.70,A,7.5,A,38.8,A,18.46,A,0.66,A,9.19,A,0.041,A,0.039,A,0.002,D,0.030,A,0.02,D*,0.03,D*,0.03,D,0.00,D,0.02,A,0.03,A,0.004,*,0.001,*,2.27,A,0.18,A,3.95,A,1.00,A,0.12,A,1.01,A,,N,9.911,A,1.06,D*
CF002,1,"GSWS10",1998,1998-05-05 08:50:00,2013,F,2.54,A,7.6,A,47.3,A,22.04,A,0.67,A,9.67,A,0.035,A,0.032,A,0.003,D,0.026,A,0.04,D*,0.03,D*,0.02,D,0.01,D,0.04,A,0.03,A,0.012,A,0.001,*,2.67,A,0.21,A,4.86,A,1.21,A,0.13,A,1.25,A,,N,9.997,A,1.05,D*
CF002,1,"GSWS10",1998,1998-05-26 13:05:00,2024,P,4.94,E,7.6,A,46.7,A,23.08,A,1.02,A,9.24,A,0.035,A,0.031,A,0.004,D,0.023,A,0.04,D*,0.03,D*,0.02,D,0.01,D,0.04,A,0.03,A,0.006,*,0.001,*,2.69,A,0.19,A,5.10,A,1.30,A,0.14,A,1.16,A,,N,9.114,Q,1.04,D*
CF002,1,"GSWS10",1998,1998-06-16 08:20:00,2036,F,4.40,A,7.6,A,44.4,A,21.79,A,1.34,A,9.46,A,0.039,A,0.034,A,0.005,D,0.025,A,0.07,D*,0.04,D*,0.03,D,0.03,D,0.07,A,0.04,A,0.007,*,0.001,*,2.57,A,0.19,A,4.80,A,1.17,A,0.15,A,0.68,A,,N,5.789,A,1.03,D*
CF002,1,"GSWS10",1998,1998-07-07 07:10:00,2047,P,1.39,E,7.7,A,55.4,A,27.08,A,1.13,A,9.80,A,0.040,A,0.042,A,0.000,D,0.022,A,0.06,D,0.05,D,0.03,D,0.01,D,0.05,A,0.04,A,0.011,A,0.005,A,3.08,A,0.21,A,6.13,A,1.47,A,0.13,A,1.45,A,,N,10.119,Q,1.05,D
CF002,1,"GSWS10",1998,1998-07-28 07:45:00,2059,A,0.63,E,7.8,A,64.0,A,28.37,A,1.42,A,9.94,A,0.031,A,0.030,A,0.001,D,0.019,A,0.07,D,0.06,D,0.02,D,0.01,D,0.06,A,0.05,A,0.026,A,0.009,A,3.56,A,0.23,A,6.70,A,1.61,A,0.19,A,2.99,A,,N,2.899,Q,1.06,D
CF002,1,"GSWS10",1998,1998-08-18 08:06:00,2071,P,0.40,A,7.7,A,67.7,A,30.04,A,0.89,A,10.26,A,0.036,A,0.034,A,0.002,D,0.022,A,0.06,D,0.04,D,0.04,D,0.02,D,0.06,A,0.04,A,0.005,*,0.002,A,3.81,A,0.22,A,7.13,A,1.70,A,0.19,A,3.06,A,,N,7.516,Q,1.05,D
CF002,1,"GSWS10",1998,1998-09-08 10:45:00,2087,F,0.24,A,7.8,A,72.9,A,30.46,A,0.19,A,9.66,A,0.034,A,0.032,A,0.002,D,0.023,A,0.07,D,0.07,D,0.04,D,0.00,D,0.05,A,0.05,A,0.011,A,0.019,A,4.10,A,0.25,A,7.68,A,1.84,A,0.23,A,4.36,A,,N,7.265,A,1.04,D
CF002,1,"GSWS10",1998,1998-09-29 12:04:00,2098,F,0.27,A,7.7,A,76.5,A,30.46,A,1.94,A,10.81,A,0.036,A,0.028,A,0.008,D,0.019,A,0.07,D,0.04,D,0.02,D,0.03,D,0.07,A,0.04,A,0.022,A,0.002,A,3.84,A,0.23,A,7.29,A,2.03,A,0.25,A,1.62,A,,N,9.106,A,0.95,D
CF002,1,"GSWS10",1999,1998-10-20 09:53:00,2110,F,0.84,A,7.6,A,62.9,A,25.92,A,0.74,A,8.74,A,0.039,A,0.038,A,0.001,D,0.027,A,0.07,D,0.05,D,0.04,D,0.02,D,0.07,A,0.05,A,0.009,*,0.004,A,3.43,A,0.28,A,6.62,A,1.60,A,,N,,N,,N,10.931,A,,N
CF002,1,"GSWS10",1999,1998-11-10 10:55:00,2121,F,1.18,A,7.6,A,56.4,A,23.71,A,1.06,A,8.35,A,0.046,A,0.048,A,0.000,D,0.038,A,0.06,D*,0.05,D*,0.04,D,0.01,D,0.06,A,0.05,A,0.006,*,0.001,*,3.19,A,0.26,A,5.99,A,1.45,A,0.23,A,3.05,A,,N,10.688,A,1.02,D*
CF002,1,"GSWS10",1999,1998-12-02 10:05:00,2133,F,26.10,A,7.4,A,32.4,A,15.54,A,3.78,A,7.67,A,0.047,A,0.037,A,0.010,D,0.030,A,0.05,D,0.04,D,0.03,D,0.01,D,0.05,A,0.04,A,0.010,*,0.002,A,1.99,A,0.20,A,3.47,A,0.85,A,0.10,A,0.97,A,,N,15.231,A,1.03,D
CF002,1,"GSWS10",1999,1998-12-22 10:04:00,2144,P,21.32,A,7.4,A,31.2,A,15.12,A,2.99,A,8.76,A,0.043,A,0.039,A,0.004,D,0.037,A,0.02,D*,0.02,D*,0.01,D,0.00,D,0.02,A,0.02,A,0.008,*,0.001,*,1.86,A,0.19,A,3.33,A,0.80,A,0.09,A,0.79,A,,N,13.642,Q,1.05,D*
CF002,1,"GSWS10",1999,1999-01-12 10:53:00,2155,P,34.50,A,7.3,A,29.6,A,15.29,A,133.22,A,8.46,A,0.096,A,0.046,A,0.050,D,0.033,A,0.16,D*,0.03,D*,0.03,D,0.13,D,0.16,A,0.03,A,0.004,*,0.001,*,1.89,A,0.20,A,3.20,A,0.78,A,0.10,A,0.75,A,,N,13.574,Q,1.08,D*
CF002,1,"GSWS10",1999,1999-02-02 09:15:00,2166,P,33.91,A,7.3,A,30.7,A,15.29,A,0.73,A,8.86,A,0.045,A,0.044,A,0.001,D,0.036,A,0.02,D*,0.02,D*,0.02,D,0.00,D,0.02,A,0.02,A,0.004,*,0.001,*,1.83,A,0.18,A,3.20,A,0.78,A,0.10,A,0.72,A,,N,10.594,Q,1.09,D*
CF002,1,"GSWS10",1999,1999-02-23 11:35:00,2181,F,31.98,A,7.4,A,29.0,A,14.42,A,0.99,A,8.48,A,0.044,A,0.042,A,0.002,D,0.037,A,0.02,D*,0.02,D*,0.01,D,0.00,D,0.02,A,0.02,A,0.007,*,0.001,*,1.77,A,0.17,A,3.08,A,0.74,A,0.10,A,0.69,A,,N,16.018,A,1.07,D*
CF002,1,"GSWS10",1999,1999-03-16 11:05:00,2192,F,22.82,A,7.4,A,31.4,A,15.58,A,0.67,A,8.87,A,0.048,A,0.047,A,0.001,D,0.036,A,0.01,D*,0.01,D*,0.01,D*,0.00,D*,0.01,*,0.01,*,0.003,*,0.001,*,1.88,A,0.18,A,3.17,A,0.81,A,0.10,A,0.62,A,,N,13.387,A,1.09,D*
CF002,1,"GSWS10",1999,1999-04-06 07:37:00,2204,F,7.23,A,7.5,A,35.7,A,17.42,A,0.51,A,9.12,A,0.053,A,0.054,A,0.000,D,0.033,A,0.01,D*,0.02,D*,0.01,D,0.00,D*,0.01,*,0.02,A,0.006,*,0.001,*,2.10,A,0.18,A,3.59,A,0.93,A,0.12,A,0.87,A,,N,10.934,A,1.09,D*
CF002,1,"GSWS10",1999,1999-04-27 09:30:00,2215,F,4.82,A,7.5,A,38.2,A,19.21,A,0.25,A,9.50,A,0.039,A,0.039,A,0.000,D,0.032,A,0.02,D*,0.02,D*,0.02,D*,0.00,D,0.02,A,0.02,A,0.002,*,0.000,*,2.30,A,0.21,A,3.95,A,0.96,A,0.12,A,0.92,A,,N,10.903,A,1.10,D*
CF002,1,"GSWS10",1999,1999-05-18 14:20:00,2227,F,9.00,A,7.6,A,37.5,A,18.83,A,0.59,A,8.93,A,0.041,A,0.037,A,0.004,D,0.029,A,0.04,D*,0.02,D*,0.02,D,0.02,D,0.04,A,0.02,A,0.002,*,0.000,*,2.27,A,0.22,A,3.95,A,0.96,A,0.11,A,0.81,A,,N,10.867,A,1.07,D*
CF002,1,"GSWS10",1999,1999-06-08 09:55:00,2238,F,4.61,A,7.6,A,43.8,A,21.46,A,0.48,A,9.86,A,0.041,A,0.041,A,0.000,D,0.029,A,0.05,D*,0.02,D*,0.01,D,0.03,D,0.05,A,0.02,A,0.009,*,0.000,*,2.51,A,0.22,A,4.59,A,0.99,A,0.12,A,1.11,A,,N,9.963,A,1.10,D*
CF002,1,"GSWS10",1999,1999-06-29 12:30:00,2249,F,1.56,A,7.7,A,54.3,A,26.16,A,0.74,A,10.20,A,0.036,A,0.037,A,0.000,D,0.027,A,0.04,D,0.04,D,0.02,D,0.00,D,0.04,A,0.04,A,0.017,A,0.002,A,3.07,A,0.23,A,5.75,A,1.27,A,0.19,A,1.43,A,,N,9.200,A,1.09,D
CF002,1,"GSWS10",1999,1999-07-20 13:40:00,2260,F,0.68,A,7.7,A,61.1,A,27.83,A,0.73,A,10.25,A,0.040,A,0.034,A,0.006,D,0.024,A,0.06,D,0.05,D,0.03,D,0.01,D,0.05,A,0.04,A,0.011,A,0.007,A,3.54,A,0.25,A,6.45,A,1.57,A,0.21,A,2.09,A,,N,9.715,A,1.03,D
CF002,1,"GSWS10",1999,1999-08-10 09:29:00,2271,P,0.48,A,7.7,A,65.9,A,29.37,A,0.35,A,10.20,A,0.039,A,0.039,A,0.000,D,0.024,A,0.06,D,0.05,D,0.02,D,0.01,D,0.05,A,0.04,A,0.017,A,0.005,A,3.81,A,0.22,A,7.02,A,1.68,A,0.22,A,2.88,A,,N,6.943,Q,1.04,D
CF002,1,"GSWS10",1999,1999-08-31 07:30:00,2286,F,0.29,A,7.8,A,72.5,A,31.33,A,0.32,A,9.87,A,0.033,A,0.033,A,0.000,D,0.023,A,0.05,D,0.06,D,0.03,D,0.00,D,0.04,A,0.05,A,0.017,A,0.012,A,3.85,A,0.27,A,7.55,A,1.76,A,0.24,A,3.93,A,,N,8.130,A,1.08,D
CF002,1,"GSWS10",1999,1999-09-21 09:20:00,2297,F,0.18,A,7.7,A,74.6,A,30.66,A,0.18,A,9.27,A,0.026,A,0.025,A,0.001,D,0.020,A,0.06,D,0.04,D,0.03,D,0.02,D,0.06,A,0.04,A,0.008,*,0.004,A,4.09,A,0.24,A,7.70,A,2.19,A,0.27,A,5.01,A,,N,9.621,A,1.03,D
CF002,1,"GSWS10",2000,1999-10-12 10:20:00,2308,F,0.14,A,7.7,A,78.7,A,30.87,A,0.33,A,9.10,A,0.030,A,0.026,A,0.004,D,0.022,A,0.04,D*,0.05,D*,0.05,D*,0.00,D,0.04,A,0.05,A,0.002,*,0.001,*,4.24,A,0.25,A,8.32,A,2.44,A,0.33,A,6.20,A,,N,9.708,A,1.01,D*
CF002,1,"GSWS10",2000,1999-11-02 15:10:00,2319,F,0.57,A,7.7,A,72.8,A,28.16,A,2.83,A,8.90,A,0.047,A,0.040,A,0.007,D,0.030,A,0.07,D*,0.04,D*,0.04,D,0.03,D,0.07,A,0.04,A,0.005,*,0.001,*,3.91,A,0.29,A,7.64,A,2.15,A,0.30,A,5.62,A,,N,9.860,A,1.01,D*
CF002,1,"GSWS10",2000,1999-11-23 15:25:00,2330,P,2.08,A,7.6,A,48.9,A,21.33,A,0.23,A,8.12,A,0.041,A,0.039,A,0.002,D,0.032,A,0.05,D*,0.06,D*,0.06,D,0.00,D,0.05,A,0.06,A,0.004,*,0.001,*,2.81,A,0.27,A,5.12,A,1.27,A,0.25,A,2.25,A,,N,6.153,Q,1.04,D*
CF002,1,"GSWS10",2000,1999-12-14 13:10:00,2341,P,33.80,A,7.4,A,28.2,A,14.25,A,4.41,A,7.56,A,0.049,A,0.040,A,0.009,D,0.031,A,0.06,D,0.04,D,0.03,D,0.02,D,0.06,A,0.04,A,0.011,A,0.002,A,1.78,A,0.22,A,2.99,A,0.59,A,0.09,A,0.96,A,,N,17.508,Q,1.14,D
CF002,1,"GSWS10",2000,2000-01-04 10:33:00,2352,F,20.12,A,7.4,A,33.6,A,16.75,A,1.63,A,8.90,A,0.045,A,0.039,A,0.006,D,0.033,A,0.02,D,0.02,D,0.01,D,0.00,D,0.02,A,0.02,A,0.006,*,0.002,A,2.06,A,0.19,A,3.51,A,0.75,A,0.10,A,1.01,A,,N,15.171,A,1.12,D
CF002,1,"GSWS10",2000,2000-01-25 08:15:00,2363,P,35.99,A,7.4,A,29.7,A,14.96,A,1.30,A,8.50,A,0.044,A,0.043,A,0.001,D,0.034,A,0.02,D*,0.02,D*,0.01,D,0.00,D,0.02,A,0.02,A,0.006,*,0.001,*,1.84,A,0.18,A,3.05,A,0.72,A,0.11,A,0.82,A,,N,22.800,Q,1.12,D*
CF002,1,"GSWS10",2000,2000-02-15 10:55:00,2374,F,18.55,A,7.4,A,31.6,A,15.71,A,0.48,A,8.84,A,0.046,A,0.045,A,0.001,D,0.038,A,0.02,D*,0.02,D*,0.01,D,0.00,D,0.02,A,0.02,A,0.012,A,0.001,*,2.01,A,0.18,A,3.24,A,0.78,A,0.11,A,1.24,A,,N,7.319,A,1.13,D*
CF002,1,"GSWS10",2000,2000-03-07 16:30:00,2390,F,14.70,A,7.4,A,32.8,A,16.58,A,0.51,A,9.02,A,0.042,A,0.041,A,0.001,D,0.035,A,0.02,D,0.02,D,0.01,D,0.00,D,0.02,A,0.02,A,0.007,*,0.002,A,2.05,A,0.19,A,3.46,A,0.82,A,0.10,A,0.97,A,,N,14.101,A,1.10,D
CF002,1,"GSWS10",2000,2000-03-28 15:50:00,2401,F,11.80,A,7.4,A,34.2,A,17.21,A,0.69,A,8.98,A,0.047,A,0.045,A,0.002,D,0.034,A,0.01,D*,0.02,D*,0.01,D,0.00,D*,0.01,*,0.02,A,0.007,*,0.001,*,2.02,A,0.19,A,3.60,A,0.87,A,0.10,A,1.00,A,,N,13.035,A,1.11,D*
CF002,1,"GSWS10",2000,2000-04-18 09:30:00,2412,F,3.76,A,7.5,A,43.2,A,20.87,A,0.53,A,9.71,A,0.044,A,0.037,A,0.007,D,0.030,A,0.06,D,0.04,D,0.00,D,0.02,D,0.05,A,0.03,A,0.042,A,0.006,A,2.48,A,0.21,A,4.58,A,1.17,A,0.11,A,1.40,A,,N,10.349,A,1.06,D
CF002,1,"GSWS10",2000,2000-05-09 09:30:00,2423,F,3.09,A,7.6,A,45.0,A,21.42,A,0.67,A,9.34,A,0.035,A,0.033,A,0.002,D,0.025,A,0.05,D,0.05,D,0.03,D,0.00,D,0.04,A,0.04,A,0.013,A,0.014,A,2.55,A,0.21,A,4.75,A,1.23,A,0.12,A,1.20,A,,N,10.236,A,1.04,D
CF002,1,"GSWS10",2000,2000-05-30 09:20:00,2434,F,7.55,A,7.6,A,43.0,A,21.08,A,2.41,A,9.33,A,0.044,A,0.034,A,0.010,D,0.026,A,0.07,D,0.05,D,0.02,D,0.02,D,0.06,A,0.04,A,0.017,A,0.014,A,2.41,A,0.21,A,4.64,A,1.17,A,0.11,A,1.16,A,,N,11.512,A,1.06,D
CF002,1,"GSWS10",2000,2000-06-20 14:16:00,2445,F,3.09,A,7.7,A,50.3,A,24.50,A,0.80,A,9.76,A,0.047,A,0.042,A,0.005,D,0.024,A,0.11,D,0.07,D,0.03,D,0.04,D,0.08,A,0.04,A,0.012,A,0.033,A,2.85,A,0.20,A,5.59,A,1.37,A,0.12,A,1.19,A,,N,10.873,A,1.03,D
CF002,1,"GSWS10",2000,2000-07-11 07:55:00,2457,G,0.86,A,7.7,A,55.7,A,26.16,A,0.24,A,10.06,A,0.031,A,0.029,A,0.002,D,0.021,A,0.03,D*,0.03,D*,0.03,D,0.00,D,0.03,A,0.03,A,0.005,*,0.000,*,3.24,A,0.18,A,6.07,A,1.49,A,0.16,A,2.16,A,,N,10.620,Q,1.04,D*
CF002,1,"GSWS10",2000,2000-08-01 09:04:00,2469,G,0.45,A,7.8,A,64.5,A,29.00,A,0.16,A,9.87,A,0.030,A,0.030,A,0.000,D,0.018,A,0.02,D*,0.02,D*,0.00,D,0.00,D,0.02,A,0.02,A,0.018,A,0.000,*,3.72,A,0.20,A,6.80,A,1.84,A,0.17,A,2.91,A,,N,7.059,Q,1.02,D*
CF002,1,"GSWS10",2000,2000-08-22 08:20:00,2484,G,0.35,A,7.7,A,69.6,A,29.58,A,0.37,A,9.72,A,0.037,A,0.032,A,0.005,D,0.017,A,0.02,D*,0.02,D*,0.01,D,0.00,D,0.02,A,0.02,A,0.006,*,0.000,*,3.95,A,0.20,A,7.25,A,1.73,A,0.21,A,3.97,A,,N,7.542,Q,1.05,D*
CF002,1,"GSWS10",2000,2000-09-12 08:30:00,2495,G,0.29,A,7.7,A,75.8,A,30.96,A,0.14,A,9.53,A,0.031,A,0.034,A,0.000,D,0.017,A,0.04,D*,0.03,D*,0.03,D*,0.01,D,0.04,A,0.03,A,0.001,*,0.000,*,4.18,A,0.22,A,7.82,A,1.93,A,0.25,A,4.69,A,,N,7.813,Q,1.04,D*
CF002,1,"GSWS10",2001,2000-10-03 11:20:00,2506,F,0.17,A,7.7,A,80.0,A,31.21,A,0.30,A,9.54,A,0.035,A,0.037,A,0.000,D,0.023,A,0.09,D,0.08,D,0.04,D,0.01,D,0.06,A,0.05,A,0.014,A,0.027,A,4.23,A,0.28,A,8.36,A,2.32,A,0.27,A,5.96,A,,N,10.038,A,1.02,D
CF002,1,"GSWS10",2001,2000-10-24 09:20:00,2517,F,0.57,A,7.7,A,74.5,A,29.50,A,2.25,A,9.20,A,0.040,A,0.040,A,0.000,D,0.029,A,0.10,D,0.05,D,0.03,D,0.05,D,0.09,A,0.04,A,0.009,*,0.008,A,3.94,A,0.29,A,7.72,A,2.18,A,0.29,A,5.33,A,,N,9.911,A,1.02,D
CF002,1,"GSWS10",2001,2000-11-14 10:40:00,2528,F,0.79,A,7.4,A,66.2,A,21.58,A,1.81,A,8.40,A,0.040,A,0.033,A,0.007,D,0.021,A,0.07,D,0.05,D,0.04,D,0.02,D,0.07,A,0.05,A,0.011,A,0.002,A,3.39,A,0.28,A,6.48,A,1.67,A,0.27,A,7.67,A,,N,10.169,A,1.08,D
CF002,1,"GSWS10",2001,2000-12-05 10:35:00,2540,P,1.17,A,7.4,A,54.1,A,21.46,A,2.93,A,7.97,A,0.030,A,0.027,A,0.003,D,0.019,A,0.06,D*,0.05,D*,0.04,D,0.01,D,0.06,A,0.05,A,0.015,A,0.001,*,3.08,A,0.25,A,5.66,A,1.43,A,0.25,A,4.47,A,,N,6.657,Q,1.06,D*
CF002,1,"GSWS10",2001,2000-12-26 12:08:00,2551,F,10.32,A,7.3,A,36.9,A,15.04,A,4.55,A,7.09,A,0.045,A,0.029,A,0.016,D,0.020,A,0.10,D,0.06,D,0.03,D,0.04,D,0.08,A,0.04,A,0.008,*,0.018,A,2.20,A,0.19,A,3.65,A,0.88,A,0.14,A,2.48,A,,N,12.452,A,1.08,D
CF002,1,"GSWS10",2001,2001-01-16 11:25:00,2562,F,3.07,A,7.4,A,39.7,A,17.87,A,0.62,A,8.19,A,0.031,A,0.030,A,0.001,D,0.022,A,0.04,D*,0.03,D*,0.03,D,0.01,D,0.04,A,0.03,A,0.005,*,0.000,*,2.34,A,0.18,A,4.17,A,1.01,A,0.15,A,1.99,A,,N,9.754,A,1.07,D*
CF002,1,"GSWS10",2001,2001-02-06 11:10:00,2573,F,5.10,A,7.4,A,35.1,A,15.87,A,0.56,A,8.19,A,0.036,A,0.031,A,0.005,D,0.025,A,0.02,D*,0.03,D*,0.03,D*,0.00,D,0.02,A,0.03,A,0.002,*,0.001,*,2.13,A,0.16,A,3.61,A,0.87,A,0.12,A,1.95,A,,N,9.947,A,1.10,D*
CF002,1,"GSWS10",2001,2001-02-27 10:51:00,2584,F,3.23,A,7.4,A,38.1,A,17.83,A,0.47,A,8.71,A,0.038,A,0.032,A,0.006,D,0.023,A,0.03,D*,0.03,D*,0.02,D,0.00,D,0.03,A,0.03,A,0.007,*,0.000,*,2.35,A,0.16,A,3.99,A,0.94,A,0.14,A,1.67,A,,N,9.828,A,1.08,D*
CF002,1,"GSWS10",2001,2001-03-20 10:35:00,2599,F,4.44,A,7.5,A,39.2,A,19.04,A,1.22,A,8.52,A,0.038,A,0.036,A,0.002,D,0.023,A,0.07,D*,0.03,D*,0.02,D,0.04,D,0.07,A,0.03,A,0.006,*,0.001,*,2.36,A,0.17,A,4.18,A,1.06,A,0.13,A,1.30,A,,N,9.737,A,1.06,D*
CF002,1,"GSWS10",2001,2001-04-11 07:15:00,2610,F,8.76,A,7.5,A,36.4,A,18.04,A,1.99,A,8.57,A,0.046,A,0.041,A,0.005,D,0.026,A,0.06,D*,0.04,D*,0.03,D,0.02,D,0.06,A,0.04,A,0.011,A,0.001,*,2.14,A,0.18,A,3.86,A,0.95,A,0.10,A,0.99,A,,N,11.701,A,1.08,D*
CF002,1,"GSWS10",2001,2001-05-01 09:40:00,2621,F,5.79,A,7.6,A,41.5,A,20.08,A,1.26,A,9.00,A,0.040,A,0.037,A,0.003,D,0.028,A,0.08,D*,0.06,D*,0.04,D,0.02,D,0.08,A,0.06,A,0.022,A,0.001,*,2.35,A,0.20,A,4.34,A,1.12,A,0.11,A,1.15,A,,N,10.878,A,1.06,D*
CF002,1,"GSWS10",2001,2001-05-22 07:45:00,2632,P,7.22,A,7.5,A,42.0,A,20.96,A,1.00,A,9.14,A,0.039,A,0.038,A,0.001,D,0.026,A,0.05,D*,0.03,D*,0.03,D,0.02,D,0.05,A,0.03,A,0.003,*,0.001,*,2.45,A,0.20,A,4.66,A,1.20,A,0.10,A,1.05,A,,N,11.945,Q,1.03,D*
CF002,1,"GSWS10",2001,2001-06-12 07:55:00,2643,F,2.27,E,7.6,A,52.2,A,25.92,A,1.57,A,10.00,A,0.035,A,0.032,A,0.003,D,0.026,A,0.06,D,0.05,D,0.03,D,0.01,D,0.05,A,0.04,A,0.007,*,0.006,A,3.02,A,0.19,A,5.70,A,1.31,A,0.13,A,1.43,A,,N,10.613,A,1.08,D
CF002,1,"GSWS10",2001,2001-07-03 15:02:00,2654,F,0.98,A,7.7,A,60.5,A,29.16,A,0.29,A,10.28,A,0.042,A,0.038,A,0.004,D,0.023,A,0.06,DQ,0.05,DQ,0.03,D,0.01,D,0.05,A,0.04,A,0.006,*,0.008,Q,3.53,A,0.19,A,6.71,A,1.61,A,0.14,A,2.05,A,,N,10.831,A,1.04,DQ
