STCODE,ENTITY,SITECODE,WATERYEAR,YEAR,MONTH,TYPE,Q_AREA_MO,QCODE_MO,PH_MO,PHCODE_MO,COND_MO,CONDCODE_MO,ALK_MO,ALKCODE_MO,SSED_MO,SSEDCODE_MO,SI_MO,SICODE_MO,UTP_MO,UTPCODE_MO,TDP_MO,TDPCODE_MO,PO4P_MO,PO4PCODE_MO,PARTP_MO,PARTPCODE_MO,UTN_MO,UTNCODE_MO,TDN_MO,TDNCODE_MO,DON_MO,DONCODE_MO,PARTN_MO,PARTNCODE_MO,UTKN_MO,UTKNCODE_MO,TKN_MO,TKNCODE_MO,NH3N_MO,NH3NCODE_MO,NO3N_MO,NO3NCODE_MO,NA_MO,NACODE_MO,K_MO,KCODE_MO,CA_MO,CACODE_MO,MG_MO,MGCODE_MO,SO4S_MO,SO4SCODE_MO,CL_MO,CLCODE_MO,DOC_MO,DOCCODE_MO
CF002,2,"GSLOOK",2012,2012,2,F,17.75,A,7.40,A,28.49,A,14.62,A,1.58,A,7.41,A,0.014,A,0.013,A,0.011,A,0.002,D,0.04,A,0.02,A,0.01,D*,0.02,D,,N,,N,0.007,*,0.002,*,1.92,A,0.35,A,2.73,A,0.84,A,0.09,A,0.64,A,0.71,A
CF002,2,"GSLOOK",2012,2012,3,F,42.46,A,7.40,A,27.12,A,14.44,A,28.06,A,7.06,A,0.018,A,0.014,A,0.010,A,0.005,D,0.03,A,0.02,A,0.02,D*,0.01,D,,N,,N,0.001,*,0.000,*,1.81,A,0.33,A,2.61,A,0.77,A,0.09,A,0.63,A,0.84,A
CF002,2,"GSLOOK",2012,2012,4,F,39.31,E,7.38,A,25.14,A,13.52,A,9.19,A,6.70,A,0.013,A,0.010,A,0.008,A,0.003,D,0.03,A,0.03,A,0.02,D*,0.00,D,,N,,N,0.004,*,0.001,*,1.67,A,0.33,A,2.45,A,0.75,A,0.08,A,0.56,A,0.73,A
CF002,2,"GSLOOK",2012,2012,5,F,18.25,A,7.33,A,26.23,A,13.78,A,2.17,A,6.83,A,0.012,A,0.009,A,0.007,A,0.003,D,0.03,A,0.02,*,0.01,D*,0.01,D*,,N,,N,0.005,*,0.000,*,1.70,A,0.31,A,2.47,A,0.79,A,0.08,A,0.54,A,0.79,A
CF002,2,"GSLOOK",2012,2012,6,F,10.45,A,7.48,A,30.90,A,15.80,A,1.03,A,7.66,A,0.014,A,0.011,A,0.008,A,0.003,D,0.03,A,0.02,*,0.02,D*,0.01,D*,,N,,N,0.002,*,0.000,*,1.98,A,0.39,A,2.90,A,0.93,A,0.08,A,0.55,A,0.83,A
CF002,2,"GSLOOK",2012,2012,7,F,4.11,A,7.50,A,35.31,A,18.16,A,0.68,A,8.54,A,0.013,A,0.012,A,0.010,A,0.002,D,0.05,A,0.01,*,0.01,D*,0.04,D*,,N,,N,0.004,*,0.001,*,2.28,A,0.49,A,3.31,A,1.06,A,0.08,A,0.60,A,0.99,A
CF002,2,"GSLOOK",2012,2012,8,F,2.05,A,7.51,A,38.56,A,19.93,A,0.47,A,9.14,A,0.015,A,0.013,A,0.012,A,0.002,D,0.03,A,0.02,A,0.02,D*,0.01,D,,N,,N,0.002,*,0.000,*,2.46,A,0.54,A,3.65,A,1.16,A,0.07,A,0.67,A,1.04,A
CF002,2,"GSLOOK",2012,2012,9,F,1.39,A,7.60,A,39.06,A,20.64,A,0.61,A,9.01,A,0.012,A,0.012,A,0.012,A,0.001,D,0.03,A,0.03,A,0.03,D*,0.00,D,,N,,N,0.004,*,0.000,*,2.52,A,0.51,A,3.57,A,1.22,A,0.08,A,0.72,A,0.92,A
CF002,2,"GSLOOK",2013,2012,10,F,6.59,A,7.49,A,36.66,A,18.91,A,1.86,A,8.20,A,0.013,A,0.009,A,0.009,A,0.003,D,0.07,A,0.05,A,0.05,D*,0.02,D,,N,,N,0.001,*,0.003,*,2.32,A,0.49,A,3.57,A,1.15,A,0.08,A,0.73,A,1.32,A
CF002,2,"GSLOOK",2013,2012,11,F,24.66,A,7.24,A,28.57,A,14.76,A,37.03,A,7.05,A,0.024,A,0.010,A,0.006,A,0.014,D,0.07,A,0.06,A,0.06,D*,0.01,D,,N,,N,0.002,*,0.001,*,1.86,A,0.39,A,2.74,A,0.83,A,0.08,A,0.56,A,1.17,A
CF002,2,"GSLOOK",2013,2012,12,F,37.77,A,7.25,A,28.34,A,14.54,A,34.42,A,7.17,A,0.024,A,0.011,A,0.008,A,0.013,D,0.07,A,0.05,A,0.05,D*,0.01,D,,N,,N,0.003,*,0.001,*,1.83,A,0.37,A,2.72,A,0.82,A,0.08,A,0.56,A,1.04,A
CF002,2,"GSLOOK",2013,2013,1,P,18.43,A,7.40,A,29.40,A,15.35,A,5.43,A,7.69,A,0.018,A,0.009,A,0.009,A,0.008,D,0.07,A,0.02,*,0.01,D*,0.06,D*,,N,,N,0.003,*,0.000,*,1.91,A,0.34,A,2.75,A,0.85,A,0.10,A,0.60,A,0.76,A
CF002,2,"GSLOOK",2013,2013,2,F,12.72,A,7.40,A,29.16,A,15.13,A,1.21,A,7.61,A,0.012,A,0.011,A,0.011,A,0.001,D,0.03,A,0.01,*,0.01,D*,0.02,D*,,N,,N,0.006,*,0.000,*,1.90,A,0.34,A,2.73,A,0.85,A,0.09,A,0.58,A,0.70,A
CF002,2,"GSLOOK",2013,2013,3,F,18.66,A,7.40,A,28.33,A,14.83,A,0.93,A,7.28,A,0.011,A,0.010,A,0.009,A,0.002,D,0.03,A,0.02,A,0.02,D*,0.01,D,,N,,N,0.005,*,0.000,*,1.88,A,0.34,A,2.68,A,0.83,A,0.08,A,0.58,A,0.77,A
CF002,2,"GSLOOK",2013,2013,4,F,20.14,A,7.40,A,27.23,A,14.08,A,2.16,A,6.88,A,0.011,A,0.009,A,0.006,A,0.002,D,0.05,A,0.03,A,0.03,D*,0.01,D,,N,,N,0.007,*,0.000,*,1.73,A,0.35,A,2.58,A,0.80,A,0.08,A,0.55,A,0.80,A
CF002,2,"GSLOOK",2013,2013,5,F,9.95,A,7.40,A,29.88,A,15.80,A,1.07,A,7.45,A,0.013,A,0.012,A,0.008,A,0.002,D,0.06,A,0.05,A,0.04,D*,0.01,D,,N,,N,0.011,*,0.001,*,1.89,A,0.40,A,2.83,A,0.88,A,0.08,A,0.54,A,0.78,A
CF002,2,"GSLOOK",2013,2013,6,F,5.66,A,7.43,A,32.99,A,17.50,A,1.24,A,8.04,A,0.014,A,0.012,A,0.008,A,0.002,D,0.05,A,0.04,A,0.03,D*,0.01,D,,N,,N,0.005,*,0.000,*,2.07,A,0.45,A,3.13,A,0.97,A,0.07,A,0.57,A,0.82,A
CF002,2,"GSLOOK",2013,2013,7,F,2.40,A,7.50,A,37.04,A,19.54,A,1.59,A,8.93,A,0.015,A,0.012,A,0.009,A,0.003,D,0.06,A,0.04,A,0.04,D*,0.02,D,,N,,N,0.001,*,0.000,*,2.34,A,0.53,A,3.53,A,1.10,A,0.07,A,0.63,A,0.92,A
CF002,2,"GSLOOK",2013,2013,8,F,1.53,A,7.50,A,39.62,A,20.68,A,2.04,A,9.16,A,0.017,A,0.013,A,0.010,A,0.004,D,0.06,A,0.04,A,0.04,D*,0.02,D,,N,,N,0.004,*,0.000,*,2.56,A,0.56,A,3.75,A,1.18,A,0.07,A,0.70,A,0.88,A
CF002,2,"GSLOOK",2013,2013,9,F,4.92,A,7.50,A,38.67,A,19.90,A,2.78,A,8.68,A,0.016,A,0.012,A,0.009,A,0.004,D,0.06,A,0.04,A,0.04,D*,0.02,D,,N,,N,0.001,*,0.000,*,2.53,A,0.54,A,3.57,A,1.14,A,0.07,A,0.73,A,1.25,A
CF002,2,"GSLOOK",2014,2013,10,F,6.70,A,7.41,A,33.99,A,17.56,A,1.66,A,7.98,A,0.013,A,0.012,A,0.009,A,0.001,D,0.04,A,0.03,A,0.02,D*,0.00,D,,N,,N,0.006,*,0.000,*,2.18,A,0.43,A,3.23,A,1.02,A,0.08,A,0.68,A,0.91,A
CF002,2,"GSLOOK",2014,2013,11,P,11.22,A,7.40,A,32.95,A,16.98,A,1.20,A,7.65,A,0.015,A,0.013,A,0.010,A,0.002,D,0.07,A,0.05,A,0.03,D*,0.02,D,,N,,N,0.009,*,0.004,*,2.18,A,0.41,A,3.16,A,0.97,A,0.08,A,0.72,A,0.94,A
CF002,2,"GSLOOK",2014,2013,12,P,9.95,A,7.40,A,31.77,A,16.62,A,3.07,A,7.67,A,0.020,A,0.012,A,0.009,A,0.008,D,0.11,A,0.04,A,0.03,D*,0.06,D,,N,,N,0.010,*,0.003,*,2.14,A,0.38,A,3.04,A,0.94,A,0.09,A,0.68,A,0.85,A
CF002,2,"GSLOOK",2014,2014,1,F,14.76,E,7.34,A,30.76,A,15.82,A,2.58,A,7.62,A,0.019,A,0.012,A,0.009,A,0.007,D,0.10,A,0.05,A,0.03,D*,0.05,D,,N,,N,0.009,*,0.013,A,2.04,A,0.37,A,2.91,A,0.91,A,0.08,A,0.67,A,0.84,A
CF002,2,"GSLOOK",2014,2014,2,F,47.15,A,7.31,A,25.91,A,13.26,A,51.05,A,6.57,A,0.042,A,0.012,A,0.009,A,0.030,D,0.10,A,0.05,A,0.03,D*,0.05,D,,N,,N,0.011,*,0.010,A,1.70,A,0.34,A,2.48,A,0.73,A,0.08,A,0.68,A,1.05,A
CF002,2,"GSLOOK",2014,2014,3,F,39.47,A,7.40,A,27.32,A,13.96,A,5.56,A,6.98,A,0.016,A,0.013,A,0.010,A,0.003,D,0.03,A,0.03,A,0.02,D*,0.01,D,,N,,N,0.007,*,0.004,*,1.80,A,0.35,A,2.65,A,0.82,A,0.08,A,0.60,A,0.78,A
CF002,2,"GSLOOK",2014,2014,4,F,20.88,A,7.40,A,29.28,A,15.19,A,1.47,A,7.33,A,0.015,A,0.013,A,0.010,A,0.002,D,0.03,A,0.03,A,0.02,D*,0.01,D,,N,,N,0.004,*,0.000,*,1.90,A,0.37,A,2.81,A,0.88,A,0.08,A,0.59,A,0.73,A
CF002,2,"GSLOOK",2014,2014,5,F,16.10,A,7.42,A,29.49,A,15.45,A,1.65,A,7.52,A,0.014,A,0.012,A,0.010,A,0.002,D,0.03,A,0.03,A,0.03,D*,0.00,D,,N,,N,0.003,*,0.000,*,1.95,A,0.39,A,2.84,A,0.88,A,0.08,A,0.58,A,0.83,A
CF002,2,"GSLOOK",2014,2014,6,F,4.43,A,7.50,A,35.49,A,18.37,A,0.73,A,8.42,A,0.013,A,0.011,A,0.010,A,0.002,D,0.03,A,0.03,A,0.03,D*,0.00,D,,N,,N,0.004,*,0.001,*,2.29,A,0.47,A,3.40,A,1.06,A,0.08,A,0.62,A,0.89,A
CF002,2,"GSLOOK",2014,2014,7,F,2.59,A,7.57,A,38.50,A,20.06,A,0.67,A,9.02,A,0.017,A,0.014,A,0.012,A,0.002,D,0.03,A,0.03,A,0.03,D*,0.00,D,,N,,N,0.004,*,0.000,*,2.52,A,0.56,A,3.83,A,1.19,A,0.08,A,0.69,A,0.77,A
CF002,2,"GSLOOK",2014,2014,8,F,1.49,A,7.56,A,39.22,A,21.04,A,0.72,A,9.05,A,0.015,A,0.013,A,0.011,A,0.002,D,0.03,A,0.03,A,0.03,D*,0.00,D,,N,,N,0.001,*,0.000,*,2.69,A,0.58,A,3.95,A,1.23,A,0.08,A,0.74,A,0.79,A
CF002,2,"GSLOOK",2014,2014,9,F,1.17,A,7.53,A,39.36,A,21.22,A,0.73,A,8.87,A,0.013,A,0.013,A,0.011,A,0.001,D,0.03,A,0.04,A,0.03,D*,0.00,D,,N,,N,0.005,*,0.000,*,2.59,A,0.55,A,4.00,A,1.24,A,0.08,A,0.78,A,0.84,A
CF002,2,"GSLOOK",2015,2014,10,F,3.83,A,7.51,A,38.78,A,19.56,A,1.02,A,8.34,A,0.016,A,0.014,A,0.013,A,0.002,D,0.08,A,0.07,A,0.04,D*,0.01,D,,N,,N,0.010,*,0.022,*,2.40,A,0.49,A,3.78,A,1.19,A,0.08,A,0.81,A,1.39,A
CF002,2,"GSLOOK",2015,2014,11,F,24.56,A,7.25,A,30.54,A,15.67,A,5.96,A,7.28,A,0.017,A,0.014,A,0.012,A,0.003,D,0.07,A,0.08,A,0.05,D*,0.00,D,,N,,N,0.009,*,0.022,A,1.92,A,0.38,A,3.00,A,0.93,A,0.08,A,0.65,A,1.12,A
CF002,2,"GSLOOK",2015,2014,12,P,33.03,A,7.10,A,27.50,A,14.27,A,64.61,A,6.98,A,0.043,A,0.014,A,0.013,A,0.029,D,0.10,A,0.06,A,0.04,D*,0.04,D,,N,,N,0.006,*,0.014,A,1.87,A,0.36,A,2.73,A,0.82,A,0.08,A,0.58,A,1.09,A
CF002,2,"GSLOOK",2015,2015,1,P,14.64,A,7.20,A,28.95,A,14.57,A,13.68,A,7.34,A,0.021,A,0.013,A,0.013,A,0.008,D,0.08,A,0.06,A,0.04,D*,0.02,D,,N,,N,0.005,*,0.015,A,1.90,A,0.36,A,2.83,A,0.87,A,0.09,A,0.59,A,0.81,A
CF002,2,"GSLOOK",2015,2015,2,F,12.15,A,7.40,A,31.10,A,16.01,A,1.69,A,7.75,A,0.016,A,0.013,A,0.012,A,0.003,D,0.05,A,0.05,A,0.04,D*,0.00,D,,N,,N,0.008,*,0.003,*,2.03,A,0.38,A,3.06,A,0.94,A,0.08,A,0.60,A,0.89,A
CF002,2,"GSLOOK",2015,2015,3,F,7.57,A,7.40,A,32.51,A,16.49,A,2.21,A,7.82,A,0.015,A,0.012,A,0.013,A,0.003,D,0.05,A,0.03,A,0.01,D*,0.02,D,,N,,N,0.015,*,0.003,*,2.14,A,0.41,A,3.16,A,0.98,A,0.08,A,0.59,A,0.81,A
CF002,2,"GSLOOK",2015,2015,4,F,7.97,A,7.40,A,31.04,A,16.15,A,1.02,A,7.54,A,0.013,A,0.011,A,0.011,A,0.002,D,0.02,A,0.03,A,0.02,D*,0.00,D,,N,,N,0.005,*,0.001,*,2.10,A,0.40,A,3.01,A,0.94,A,0.08,A,0.57,A,0.71,A
CF002,2,"GSLOOK",2015,2015,5,F,4.06,A,7.40,A,34.75,A,17.75,A,1.37,A,8.12,A,0.015,A,0.013,A,0.012,A,0.002,D,0.04,A,0.03,A,0.03,D*,0.01,D,,N,,N,0.005,*,0.000,*,2.23,A,0.46,A,3.39,A,1.04,A,0.08,A,0.60,A,0.77,A
CF002,2,"GSLOOK",2015,2015,6,F,2.17,A,7.49,A,39.10,A,19.96,A,1.74,A,8.83,A,0.015,A,0.013,A,0.012,A,0.002,D,0.04,A,0.04,A,0.03,D*,0.00,D,,N,,N,0.005,*,0.000,*,2.50,A,0.56,A,3.75,A,1.15,A,0.08,A,0.67,A,0.89,A
CF002,2,"GSLOOK",2015,2015,7,F,1.28,A,7.50,A,41.45,A,21.76,A,1.64,A,9.29,A,0.016,A,0.013,A,0.011,A,0.003,D,0.05,A,0.03,A,0.03,D*,0.02,D,,N,,N,0.002,*,0.000,*,2.69,A,0.59,A,3.93,A,1.21,A,0.08,A,0.74,A,0.90,A
CF002,2,"GSLOOK",2015,2015,8,F,0.88,A,7.52,A,42.55,A,21.80,A,1.43,A,9.15,A,0.017,A,0.013,A,0.011,A,0.004,D,0.04,A,0.04,A,0.04,D*,0.00,D,,N,,N,0.001,*,0.000,*,2.85,A,0.60,A,4.10,A,1.25,A,0.07,A,0.81,A,1.06,A
CF002,2,"GSLOOK",2015,2015,9,F,1.06,A,7.54,A,42.68,A,21.56,A,1.52,A,8.81,A,0.016,A,0.013,A,0.012,A,0.003,D,0.04,A,0.04,A,0.04,D*,0.00,D,,N,,N,0.002,*,0.000,*,2.82,A,0.56,A,4.11,A,1.25,A,0.08,A,0.86,A,1.13,A
CF002,2,"GSLOOK",2016,2015,10,F,1.11,A,7.55,A,41.60,A,20.95,A,2.85,A,8.53,A,0.016,A,0.014,A,0.013,A,0.002,D,0.06,A,0.05,A,0.04,D*,0.01,D,,N,,N,0.007,*,0.006,*,2.67,A,0.53,A,4.03,A,1.24,A,0.09,A,0.90,A,1.22,A
CF002,2,"GSLOOK",2016,2015,11,F,11.06,A,7.44,A,33.32,A,16.71,A,10.46,A,7.40,A,0.020,A,0.012,A,0.010,A,0.008,D,0.11,A,0.09,A,0.05,D,0.01,D,,N,,N,0.017,A,0.028,A,2.06,A,0.42,A,3.16,A,0.98,A,0.09,A,0.77,A,1.42,A
CF002,2,"GSLOOK",2016,2015,12,P,40.62,A,7.32,A,27.84,A,14.42,A,8.99,A,7.14,A,0.021,A,0.015,A,0.013,A,0.007,D,0.08,A,0.07,A,0.05,D*,0.00,D,,N,,N,0.015,*,0.010,A,1.81,A,0.35,A,2.64,A,0.81,A,0.09,A,0.68,A,1.06,A
CF002,2,"GSLOOK",2016,2016,1,P,26.63,A,7.34,A,29.09,A,15.09,A,1.38,A,7.43,A,0.016,A,0.014,A,0.012,A,0.002,D,0.04,A,0.03,A,0.02,D*,0.01,D,,N,,N,0.008,*,0.003,A,1.93,A,0.34,A,2.69,A,0.84,A,0.09,A,0.69,A,0.80,A
CF002,2,"GSLOOK",2016,2016,2,F,23.48,P,7.37,A,27.73,A,14.52,A,0.93,A,7.06,A,0.013,A,0.012,A,0.011,A,0.002,D,0.09,A,0.07,A,0.06,D*,0.03,D,,N,,N,0.008,*,0.003,*,1.82,A,0.33,A,2.58,A,0.81,A,0.08,A,0.64,A,0.70,A
CF002,2,"GSLOOK",2016,2016,3,F,25.49,P,7.40,A,28.50,A,14.84,A,0.85,A,7.13,A,0.014,A,0.011,A,0.011,A,0.003,D,0.05,A,0.03,A,0.02,D*,0.02,D,,N,,N,0.009,*,0.001,*,1.84,A,0.34,A,2.63,A,0.82,A,0.08,A,0.64,A,0.78,A
CF002,2,"GSLOOK",2016,2016,4,F,13.29,P,7.40,A,28.48,A,15.18,A,0.80,A,7.18,A,0.013,A,0.010,A,0.011,A,0.003,D,0.03,*,0.02,*,0.01,D*,0.00,D*,,N,,N,0.008,*,0.001,*,1.66,A,0.33,A,2.70,A,0.85,A,0.08,A,0.62,A,0.69,A
CF002,2,"GSMACK",1981,1980,10,N,1.93,A,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
CF002,2,"GSMACK",1981,1980,11,P,11.79,A,6.99,A,28.55,A,12.71,A,6.56,I,6.53,Q,,N,0.026,A,0.008,A,,N,,N,0.11,D,0.02,D,,N,,N,0.03,A,0.013,A,0.081,A,1.51,A,0.44,A,2.53,A,0.94,A,,N,,N,,N
CF002,2,"GSMACK",1981,1980,12,F,47.62,A,6.95,A,23.92,A,10.62,A,11.88,A,5.61,Q,,N,0.035,A,0.008,A,,N,,N,0.05,D,0.00,D,,N,,N,0.00,A,0.012,A,0.046,A,1.30,A,0.38,A,2.08,A,0.76,A,,N,,N,,N
CF002,2,"GSMACK",1981,1981,1,F,8.79,A,7.11,A,26.81,A,12.58,A,8.90,A,6.58,Q,,N,0.048,A,0.004,A,,N,,N,0.05,D,0.00,D,,N,,N,0.01,A,0.011,A,0.035,A,1.44,A,0.41,A,2.36,A,0.85,A,,N,,N,,N
CF002,2,"GSMACK",1981,1981,2,F,29.29,A,7.30,A,28.05,I,11.33,A,2.11,A,6.14,Q,,N,0.033,I,0.007,I,,N,,N,,N,0.04,ID,,N,,N,0.08,A,0.052,I,,N,1.25,A,0.33,A,2.08,A,0.73,A,,N,,N,,N
CF002,2,"GSMACK",1981,1981,3,F,11.48,A,7.17,A,26.46,A,12.54,A,2.22,A,6.41,Q,,N,0.023,A,0.005,A,,N,,N,0.04,ID,0.03,ID,,N,,N,0.04,A,0.013,I,0.000,I,1.47,A,0.34,A,2.37,A,0.93,A,,N,,N,,N
CF002,2,"GSMACK",1981,1981,4,F,23.65,A,7.02,A,26.28,A,11.67,A,1.74,A,6.12,Q,,N,0.034,A,0.002,A,,N,,N,0.05,D,0.02,D,,N,,N,0.02,A,0.009,A,0.030,A,1.39,A,0.33,A,2.19,A,0.85,A,,N,,N,,N
CF002,2,"GSMACK",1981,1981,5,F,14.33,A,7.10,A,25.46,A,12.62,A,1.54,A,6.35,IQ,,N,0.031,A,0.007,A,,N,,N,0.14,ID,0.08,ID,,N,,N,0.11,A,0.050,I,0.005,I,1.56,A,0.33,A,2.37,A,0.89,A,,N,,N,,N
CF002,2,"GSMACK",1981,1981,6,F,19.87,A,7.10,A,25.80,I,12.71,A,1.46,A,,N,,N,0.045,A,0.011,A,,N,,N,,N,,N,,N,,N,0.11,A,,N,,N,1.52,A,0.34,A,2.35,A,0.88,A,,N,,N,,N
CF002,2,"GSMACK",1981,1981,7,N,6.11,A,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
CF002,2,"GSMACK",1981,1981,8,N,2.49,E,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
CF002,2,"GSMACK",1981,1981,9,N,2.65,A,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
CF002,2,"GSMACK",1982,1981,10,P,7.74,A,7.30,I,32.60,I,15.46,I,1.41,I,,N,,N,0.028,I,0.006,I,,N,,N,,N,,N,,N,,N,0.08,I,,N,,N,1.78,I,0.42,I,3.00,I,1.07,I,,N,,N,,N
CF002,2,"GSMACK",1982,1981,11,F,18.46,E,7.12,A,16.86,A,12.42,A,3.04,A,6.16,IQ,,N,0.030,A,0.009,A,,N,,N,,N,,N,,N,,N,0.08,I,0.000,I,0.000,I,1.49,A,0.39,A,2.52,A,0.89,A,,N,,N,,N
CF002,2,"GSMACK",1982,1981,12,F,61.29,A,6.93,A,21.79,A,10.42,A,12.34,A,5.55,Q,,N,0.036,A,0.009,A,,N,,N,0.13,D,0.07,D,,N,,N,0.08,A,0.004,A,0.049,A,1.24,A,0.32,A,2.14,A,0.72,A,,N,,N,,N
CF002,2,"GSMACK",1982,1982,1,F,18.48,A,7.22,A,26.35,A,12.79,A,6.25,A,5.00,Q,,N,0.044,A,0.012,A,,N,,N,0.10,D,0.05,D,,N,,N,0.07,A,0.016,A,0.033,A,1.42,A,0.35,A,2.42,A,0.84,A,,N,,N,,N
CF002,2,"GSMACK",1982,1982,2,F,54.18,A,7.04,A,19.91,A,9.17,A,15.25,A,5.00,Q,,N,0.021,A,0.008,A,,N,,N,0.09,D,0.05,D,,N,,N,0.05,A,0.007,A,0.048,A,1.12,A,0.27,A,1.64,A,0.61,A,,N,,N,,N
CF002,2,"GSMACK",1982,1982,3,F,19.96,E,7.26,I,24.98,I,11.79,I,6.38,A,4.25,Q,,N,0.027,A,0.013,I,,N,,N,0.06,D,0.02,D,,N,,N,0.02,A,0.005,A,0.032,A,1.32,A,0.32,A,1.92,A,0.77,A,,N,,N,,N
CF002,2,"GSMACK",1982,1982,4,P,25.32,E,,N,,N,,N,7.25,A,6.90,Q,,N,0.027,A,,N,,N,,N,0.07,D,0.03,D,,N,,N,0.03,A,0.001,A,0.035,A,1.31,A,0.32,A,1.82,A,0.75,A,,N,,N,,N
CF002,2,"GSMACK",1982,1982,5,P,36.82,E,,N,,N,,N,2.46,A,4.81,IQ,,N,0.029,A,,N,,N,,N,0.11,D,0.04,D,,N,,N,0.04,A,0.002,A,0.067,A,1.16,A,0.30,A,1.62,A,0.68,A,,N,,N,,N
CF002,2,"GSMACK",1982,1982,6,F,13.81,A,,N,,N,,N,8.56,A,6.53,IQ,,N,0.029,A,,N,,N,,N,0.09,D,0.05,D,,N,,N,0.05,A,0.002,A,0.043,A,1.41,A,0.38,A,1.97,A,0.82,A,,N,,N,,N
CF002,2,"GSMACK",1982,1982,7,F,5.70,A,,N,,N,,N,4.69,A,,N,,N,0.044,A,,N,,N,,N,0.12,D,0.05,D,,N,,N,0.06,A,0.009,A,0.053,A,1.74,A,0.47,A,2.48,A,1.01,A,,N,,N,,N
CF002,2,"GSMACK",1982,1982,8,F,2.72,A,,N,,N,,N,15.30,A,7.11,IQ,,N,0.033,A,,N,,N,,N,0.12,D,0.03,D,,N,,N,0.07,A,0.045,A,0.042,A,1.99,A,0.67,A,3.00,A,1.14,A,,N,,N,,N
CF002,2,"GSMACK",1982,1982,9,F,2.52,A,,N,,N,,N,10.21,A,,N,,N,0.036,A,,N,,N,,N,0.12,D,0.01,D,,N,,N,0.05,A,0.042,A,0.064,A,1.99,A,0.75,A,3.26,A,1.17,A,,N,,N,,N
CF002,2,"GSMACK",1983,1982,10,F,11.78,E,,N,,N,,N,2.84,A,10.13,IQ,,N,0.024,A,,N,,N,,N,0.16,D,0.03,D,,N,,N,0.04,A,0.008,A,0.117,A,1.54,A,0.42,A,2.49,A,1.00,A,,N,,N,,N
CF002,2,"GSMACK",1983,1982,11,G,13.85,A,,N,,N,,N,1.27,A,,N,,N,0.030,A,,N,,N,,N,0.12,D,0.03,D,,N,,N,0.03,A,0.000,A,0.081,A,1.45,A,0.37,A,2.30,A,0.92,A,,N,,N,,N
CF002,2,"GSMACK",1983,1982,12,G,41.08,A,,N,,N,,N,9.07,A,,N,,N,0.024,A,,N,,N,,N,0.10,D,0.03,D,,N,,N,0.03,A,0.001,A,0.070,A,1.29,A,8.08,Q,1.97,A,0.76,A,,N,,N,,N
CF002,2,"GSMACK",1983,1983,1,F,34.03,A,,N,,N,,N,1.13,A,,N,,N,0.020,A,,N,,N,,N,0.08,D,0.02,D,,N,,N,0.02,A,0.001,A,0.066,A,1.30,A,0.32,A,1.98,A,0.80,A,,N,,N,,N
CF002,2,"GSMACK",1983,1983,2,P,31.90,A,,N,,N,,N,0.88,A,6.07,I,,N,0.022,A,,N,,N,,N,0.09,D,0.03,D,,N,,N,0.03,A,0.004,A,0.065,A,1.43,A,0.28,A,1.94,A,0.80,A,,N,,N,,N
CF002,2,"GSMACK",1983,1983,3,F,28.09,A,,N,,N,,N,0.92,A,6.12,A,,N,0.017,A,,N,,N,,N,0.08,D,0.01,D,,N,,N,0.02,A,0.008,A,0.053,A,1.62,A,0.22,A,2.12,A,0.85,A,,N,,N,,N
CF002,2,"GSMACK",1983,1983,4,F,20.54,E,,N,,N,,N,0.67,A,6.38,A,,N,0.029,A,,N,,N,,N,0.08,D,0.02,D,,N,,N,0.03,A,0.014,A,0.052,A,1.40,A,0.31,A,2.29,E,0.85,A,,N,,N,,N
CF002,2,"GSMACK",1983,1983,5,F,19.66,A,7.10,A,29.09,A,12.42,A,0.82,A,6.30,A,,N,0.027,A,,N,,N,,N,0.11,D,0.03,D,,N,,N,0.03,A,0.000,A,0.072,A,1.37,A,0.35,A,2.42,E,0.61,A,,N,,N,,N
CF002,2,"GSMACK",1983,1983,6,F,7.42,E,7.10,I,31.20,I,12.87,I,1.52,A,7.26,A,,N,0.030,A,,N,,N,,N,0.08,D,0.03,D,,N,,N,0.03,A,0.001,A,0.050,A,1.55,A,0.42,A,2.63,E,0.82,A,,N,,N,,N
CF002,2,"GSMACK",1983,1983,7,F,9.90,A,,N,,N,,N,1.34,A,7.33,A,,N,0.032,A,,N,,N,,N,0.07,D,0.03,D,,N,,N,0.04,A,0.005,A,0.037,A,1.63,A,0.46,A,2.50,E,0.80,A,,N,,N,,N
CF002,2,"GSMACK",1983,1983,8,P,3.74,A,,N,,N,,N,0.97,A,8.20,A,,N,0.032,A,,N,,N,,N,0.06,D,0.02,D,,N,,N,0.03,A,0.010,A,0.030,A,1.82,A,0.50,A,2.73,E,0.95,A,,N,,N,,N
