STCODE,FORMAT,SITECODE,WATERYEAR,BEGIN_DATETIME,END_DATETIME,TOTAL_Q_SMPL,ESTCODE
HF004,6,"GSLOOK",2005,2004-10-01 00:00:00,2005-05-12 15:00:00,32.469,E
HF004,6,"GSLOOK",2005,2005-05-12 15:00:00,2005-05-31 13:00:00,4.045,A
HF004,6,"GSLOOK",2005,2005-05-31 13:00:00,2005-06-20 16:00:00,2.714,A
HF004,6,"GSLOOK",2005,2005-06-20 16:00:00,2005-07-11 12:30:00,1.368,A
HF004,6,"GSLOOK",2005,2005-07-11 12:30:00,2005-08-03 09:30:00,0.771,A
HF004,6,"GSLOOK",2005,2005-08-03 09:30:00,2005-08-23 11:00:00,0.445,A
HF004,6,"GSLOOK",2005,2005-08-23 11:00:00,2005-09-12 11:30:00,0.394,A
HF004,6,"GSLOOK",2005,2005-09-12 11:30:00,2005-10-01 00:00:00,0.331,A
HF004,6,"GSLOOK",2006,2005-10-01 00:00:00,2005-10-03 16:00:00,0.104,A
HF004,6,"GSLOOK",2006,2005-10-03 16:00:00,2005-10-25 10:30:00,0.447,A
HF004,6,"GSLOOK",2006,2005-10-25 10:30:00,2005-11-15 12:30:00,4.334,A
HF004,6,"GSLOOK",2006,2005-11-15 12:30:00,2005-12-07 15:00:00,4.011,A
HF004,6,"GSLOOK",2006,2005-12-07 15:00:00,2005-12-27 12:30:00,5.528,A
HF004,6,"GSLOOK",2006,2005-12-27 12:30:00,2006-01-19 11:00:00,24.467,A
HF004,6,"GSLOOK",2006,2006-01-19 11:00:00,2006-02-07 14:00:00,10.025,A
HF004,6,"GSLOOK",2006,2006-02-07 14:00:00,2006-02-27 13:30:00,3.634,A
HF004,6,"GSLOOK",2006,2006-02-27 13:30:00,2006-03-20 16:00:00,3.203,A
HF004,6,"GSLOOK",2006,2006-03-20 16:00:00,2006-04-11 12:00:00,3.885,A
HF004,6,"GSLOOK",2006,2006-04-11 12:00:00,2006-05-02 09:30:00,4.855,A
HF004,6,"GSLOOK",2006,2006-05-02 09:30:00,2006-05-24 08:00:00,3.158,A
HF004,6,"GSLOOK",2006,2006-05-24 08:00:00,2006-06-13 12:30:00,2.771,A
HF004,6,"GSLOOK",2006,2006-06-13 12:30:00,2006-07-05 08:30:00,1.466,A
HF004,6,"GSLOOK",2006,2006-07-05 08:30:00,2006-07-24 13:00:00,0.699,A
HF004,6,"GSLOOK",2006,2006-07-24 13:00:00,2006-08-15 09:30:00,0.490,E
HF004,6,"GSLOOK",2006,2006-08-15 09:30:00,2006-09-05 12:30:00,0.323,A
HF004,6,"GSLOOK",2006,2006-09-05 12:30:00,2006-09-27 10:30:00,0.355,A
HF004,6,"GSLOOK",2006,2006-09-27 10:30:00,2006-10-01 00:00:00,0.046,A
HF004,6,"GSLOOK",2007,2006-10-01 00:00:00,2006-10-17 13:30:00,0.244,A
HF004,6,"GSLOOK",2007,2006-10-17 13:30:00,2006-11-06 14:00:00,0.943,A
HF004,6,"GSLOOK",2007,2006-11-06 14:00:00,2006-11-27 14:30:00,10.274,A
HF004,6,"GSLOOK",2007,2006-11-27 14:30:00,2006-12-19 14:30:00,10.768,A
HF004,6,"GSLOOK",2007,2006-12-19 14:30:00,2007-01-09 11:30:00,9.662,A
HF004,6,"GSLOOK",2007,2007-01-09 11:30:00,2007-01-30 14:00:00,3.775,A
HF004,6,"GSLOOK",2007,2007-01-30 14:00:00,2007-02-20 15:00:00,5.246,A
HF004,6,"GSLOOK",2007,2007-02-20 15:00:00,2007-03-13 10:30:00,6.378,A
HF004,6,"GSLOOK",2007,2007-03-13 10:30:00,2007-04-03 13:00:00,4.990,A
HF004,6,"GSLOOK",2007,2007-04-03 13:00:00,2007-04-24 08:30:00,3.361,A
HF004,6,"GSLOOK",2007,2007-04-24 08:30:00,2007-05-15 14:00:00,2.594,A
HF004,6,"GSLOOK",2007,2007-05-15 14:00:00,2007-06-04 15:30:00,1.320,E
HF004,6,"GSLOOK",2007,2007-06-04 15:30:00,2007-06-26 10:00:00,1.056,A
HF004,6,"GSLOOK",2007,2007-06-26 10:00:00,2007-07-17 12:30:00,0.631,A
HF004,6,"GSLOOK",2007,2007-07-17 12:30:00,2007-08-07 14:00:00,0.447,A
HF004,6,"GSLOOK",2007,2007-08-07 14:00:00,2007-08-28 14:30:00,0.373,A
HF004,6,"GSLOOK",2007,2007-08-28 14:30:00,2007-09-19 09:30:00,0.327,A
HF004,6,"GSLOOK",2007,2007-09-19 09:30:00,2007-10-01 00:00:00,0.194,A
HF004,6,"GSLOOK",2008,2007-10-01 00:00:00,2007-10-10 10:00:00,0.357,A
HF004,6,"GSLOOK",2008,2007-10-10 10:00:00,2007-10-30 14:00:00,3.315,A
HF004,6,"GSLOOK",2008,2007-10-30 14:00:00,2007-11-20 14:30:00,5.415,A
HF004,6,"GSLOOK",2008,2007-11-20 14:30:00,2007-12-11 12:30:00,6.811,A
HF004,6,"GSLOOK",2008,2007-12-11 12:30:00,2008-01-02 17:00:00,6.621,A
HF004,6,"GSLOOK",2008,2008-01-02 17:00:00,2008-01-24 11:30:00,6.939,A
HF004,6,"GSLOOK",2008,2008-01-24 11:30:00,2008-02-12 16:30:00,3.415,A
HF004,6,"GSLOOK",2008,2008-02-12 16:30:00,2008-03-04 16:00:00,5.370,A
HF004,6,"GSLOOK",2008,2008-03-04 16:00:00,2008-03-25 14:30:00,8.310,A
HF004,6,"GSLOOK",2008,2008-03-25 14:30:00,2008-04-15 13:30:00,4.620,A
HF004,6,"GSLOOK",2008,2008-04-15 13:30:00,2008-05-07 14:30:00,6.955,A
HF004,6,"GSLOOK",2008,2008-05-07 14:30:00,2008-05-27 14:30:00,10.057,A
HF004,6,"GSLOOK",2008,2008-05-27 14:30:00,2008-06-16 16:30:00,6.795,A
HF004,6,"GSLOOK",2008,2008-06-16 16:30:00,2008-07-07 14:00:00,3.475,A
HF004,6,"GSLOOK",2008,2008-07-07 14:00:00,2008-07-30 15:30:00,1.255,A
HF004,6,"GSLOOK",2008,2008-07-30 15:30:00,2008-08-20 14:30:00,0.755,A
HF004,6,"GSLOOK",2008,2008-08-20 14:30:00,2008-09-10 10:30:00,0.676,A
HF004,6,"GSLOOK",2008,2008-09-10 10:30:00,2008-09-29 12:30:00,0.418,A
HF004,6,"GSLOOK",2008,2008-09-29 12:30:00,2008-10-01 00:00:00,0.029,A
HF004,6,"GSLOOK",2009,2008-10-01 00:00:00,2008-10-21 17:30:00,0.586,A
HF004,6,"GSLOOK",2009,2008-10-21 17:30:00,2008-11-12 15:00:00,1.934,A
HF004,6,"GSLOOK",2009,2008-11-12 15:00:00,2008-12-01 16:00:00,3.210,A
HF004,6,"GSLOOK",2009,2008-12-01 16:00:00,2008-12-23 11:30:00,1.438,A
HF004,6,"GSLOOK",2009,2008-12-23 11:30:00,2009-01-13 13:00:00,20.837,A
HF004,6,"GSLOOK",2009,2009-01-13 13:00:00,2009-02-03 15:30:00,4.944,A
HF004,6,"GSLOOK",2009,2009-02-03 15:30:00,2009-02-24 18:00:00,2.557,A
HF004,6,"GSLOOK",2009,2009-02-24 18:00:00,2009-03-19 08:30:00,6.142,A
HF004,6,"GSLOOK",2009,2009-03-19 08:30:00,2009-04-07 14:00:00,5.855,A
HF004,6,"GSLOOK",2009,2009-04-07 14:00:00,2009-04-28 14:00:00,5.788,A
HF004,6,"GSLOOK",2009,2009-04-28 14:00:00,2009-05-20 18:30:00,7.425,A
HF004,6,"GSLOOK",2009,2009-05-20 18:30:00,2009-06-08 18:00:00,2.397,A
HF004,6,"GSLOOK",2009,2009-06-08 18:00:00,2009-06-30 13:00:00,1.269,A
HF004,6,"GSLOOK",2009,2009-06-30 13:00:00,2009-07-21 15:00:00,0.698,A
HF004,6,"GSLOOK",2009,2009-07-21 15:00:00,2009-08-10 11:00:00,0.435,A
HF004,6,"GSLOOK",2009,2009-08-10 11:00:00,2009-09-02 11:00:00,0.396,A
HF004,6,"GSLOOK",2009,2009-09-02 11:00:00,2009-09-23 11:30:00,0.335,A
HF004,6,"GSLOOK",2009,2009-09-23 11:30:00,2009-10-01 00:00:00,0.111,A
HF004,6,"GSLOOK",2010,2009-10-01 00:00:00,2009-10-14 10:30:00,0.212,A
HF004,6,"GSLOOK",2010,2009-10-14 10:30:00,2009-11-03 14:45:00,0.893,A
HF004,6,"GSLOOK",2010,2009-11-03 14:45:00,2009-11-24 15:30:00,2.648,A
HF004,6,"GSLOOK",2010,2009-11-24 15:30:00,2009-12-15 15:45:00,2.531,E
HF004,6,"GSLOOK",2010,2009-12-15 15:45:00,2010-01-05 13:00:00,8.187,A
HF004,6,"GSLOOK",2010,2010-01-05 13:00:00,2010-01-26 18:00:00,6.476,A
HF004,6,"GSLOOK",2010,2010-01-26 18:00:00,2010-02-16 19:00:00,3.261,A
HF004,6,"GSLOOK",2010,2010-02-16 19:00:00,2010-03-08 17:00:00,2.775,A
HF004,6,"GSLOOK",2010,2010-03-08 17:00:00,2010-03-30 16:15:00,3.933,A
HF004,6,"GSLOOK",2010,2010-03-30 16:15:00,2010-04-21 08:45:00,6.040,A
HF004,6,"GSLOOK",2010,2010-04-21 08:45:00,2010-05-11 18:45:00,4.845,A
HF004,6,"GSLOOK",2010,2010-05-11 18:45:00,2010-06-01 14:45:00,3.470,A
HF004,6,"GSLOOK",2010,2010-06-01 14:45:00,2010-06-22 12:30:00,7.666,A
HF004,6,"GSLOOK",2010,2010-06-22 12:30:00,2010-07-13 14:00:00,1.312,A
HF004,6,"GSLOOK",2010,2010-07-13 14:00:00,2010-08-02 15:45:00,0.678,A
HF004,6,"GSLOOK",2010,2010-08-02 15:45:00,2010-08-25 10:45:00,0.515,A
HF004,6,"GSLOOK",2010,2010-08-25 10:45:00,2010-09-14 10:45:00,0.417,A
HF004,6,"GSLOOK",2010,2010-09-14 10:45:00,2010-10-01 00:00:00,0.510,A
HF004,6,"GSLOOK",2011,2010-10-01 00:00:00,2010-10-05 12:45:00,0.086,A
HF004,6,"GSLOOK",2011,2010-10-05 12:45:00,2010-10-25 15:45:00,0.738,A
HF004,6,"GSLOOK",2011,2010-10-25 15:45:00,2010-11-17 13:30:00,3.688,A
HF004,6,"GSLOOK",2011,2010-11-17 13:30:00,2010-12-07 16:30:00,5.814,A
HF004,6,"GSLOOK",2011,2010-12-07 16:30:00,2010-12-28 17:15:00,10.935,A
HF004,6,"GSLOOK",2011,2010-12-28 17:15:00,2011-01-18 16:45:00,13.855,A
HF004,6,"GSLOOK",2011,2011-01-18 16:45:00,2011-02-09 10:30:00,5.498,A
HF004,6,"GSLOOK",2011,2011-02-09 10:30:00,2011-03-01 14:45:00,2.298,A
HF004,6,"GSLOOK",2011,2011-03-01 14:45:00,2011-03-23 09:30:00,7.721,A
HF004,6,"GSLOOK",2011,2011-03-23 09:30:00,2011-04-13 13:00:00,9.163,A
HF004,6,"GSLOOK",2011,2011-04-13 13:00:00,2011-05-02 14:30:00,7.579,A
HF004,6,"GSLOOK",2011,2011-05-02 14:30:00,2011-05-25 15:30:00,6.141,A
HF004,6,"GSLOOK",2011,2011-05-25 15:30:00,2011-06-14 14:30:00,5.958,A
HF004,6,"GSLOOK",2011,2011-06-14 14:30:00,2011-07-05 14:15:00,2.464,A
HF004,6,"GSLOOK",2011,2011-07-05 14:15:00,2011-07-26 09:15:00,1.074,A
HF004,6,"GSLOOK",2011,2011-07-26 09:15:00,2011-08-16 13:45:00,0.703,A
HF004,6,"GSLOOK",2011,2011-08-16 13:45:00,2011-09-06 09:45:00,0.490,A
HF004,6,"GSLOOK",2011,2011-09-06 09:45:00,2011-09-27 12:45:00,0.424,A
HF004,6,"GSLOOK",2011,2011-09-27 12:45:00,2011-10-01 00:00:00,0.069,A
HF004,6,"GSLOOK",2012,2011-10-01 00:00:00,2011-10-18 13:15:00,0.494,A
HF004,6,"GSLOOK",2012,2011-10-18 13:15:00,2011-11-08 18:30:00,0.496,E
HF004,6,"GSLOOK",2012,2011-11-08 18:30:00,2011-11-29 15:15:00,3.184,A
HF004,6,"GSLOOK",2012,2011-11-29 15:15:00,2011-12-20 13:45:00,1.518,A
HF004,6,"GSLOOK",2012,2011-12-20 13:45:00,2012-01-10 15:00:00,9.259,A
HF004,6,"GSLOOK",2012,2012-01-10 15:00:00,2012-01-31 16:45:00,14.799,A
HF004,6,"GSLOOK",2012,2012-01-31 16:45:00,2012-02-21 16:00:00,3.300,A
HF004,6,"GSLOOK",2012,2012-02-21 16:00:00,2012-03-11 15:15:00,6.256,A
HF004,6,"GSLOOK",2012,2012-03-11 15:15:00,2012-04-03 07:45:00,16.104,E
HF004,6,"GSLOOK",2012,2012-04-03 07:45:00,2012-04-24 15:30:00,10.359,E
HF004,6,"GSLOOK",2012,2012-04-24 15:30:00,2012-05-15 15:30:00,7.778,A
HF004,6,"GSLOOK",2012,2012-05-15 15:30:00,2012-06-05 15:30:00,3.258,A
HF004,6,"GSLOOK",2012,2012-06-05 15:30:00,2012-06-27 13:00:00,3.180,A
HF004,6,"GSLOOK",2012,2012-06-27 13:00:00,2012-07-18 10:30:00,1.405,A
HF004,6,"GSLOOK",2012,2012-07-18 10:30:00,2012-08-07 16:30:00,0.755,A
HF004,6,"GSLOOK",2012,2012-08-07 16:30:00,2012-08-28 13:30:00,0.520,A
HF004,6,"GSLOOK",2012,2012-08-28 13:30:00,2012-09-18 11:00:00,0.402,A
HF004,6,"GSLOOK",2012,2012-09-18 11:00:00,2012-10-01 00:00:00,0.217,A
HF004,6,"GSLOOK",2013,2012-10-01 00:00:00,2012-10-08 16:30:00,0.123,A
HF004,6,"GSLOOK",2013,2012-10-08 16:30:00,2012-10-30 18:30:00,2.240,A
HF004,6,"GSLOOK",2013,2012-10-30 18:30:00,2012-11-19 14:00:00,2.642,A
HF004,6,"GSLOOK",2013,2012-11-19 14:00:00,2012-12-12 09:30:00,17.666,A
HF004,6,"GSLOOK",2013,2012-12-12 09:30:00,2013-01-01 16:30:00,4.586,A
HF004,6,"GSLOOK",2013,2013-01-01 16:30:00,2013-01-23 15:30:00,4.245,A
HF004,6,"GSLOOK",2013,2013-01-23 15:30:00,2013-02-13 15:00:00,5.689,A
HF004,6,"GSLOOK",2013,2013-02-13 15:00:00,2013-03-06 13:00:00,4.114,A
HF004,6,"GSLOOK",2013,2013-03-06 13:00:00,2013-03-26 11:30:00,4.384,A
HF004,6,"GSLOOK",2013,2013-03-26 11:30:00,2013-04-15 16:30:00,6.234,A
HF004,6,"GSLOOK",2013,2013-04-15 16:30:00,2013-05-08 16:00:00,3.721,A
HF004,6,"GSLOOK",2013,2013-05-08 16:00:00,2013-05-28 16:00:00,2.088,A
HF004,6,"GSLOOK",2013,2013-05-28 16:00:00,2013-06-18 13:30:00,2.409,A
HF004,6,"GSLOOK",2013,2013-06-18 13:30:00,2013-07-09 16:30:00,1.069,A
HF004,6,"GSLOOK",2013,2013-07-09 16:30:00,2013-07-30 10:30:00,0.558,A
HF004,6,"GSLOOK",2013,2013-07-30 10:30:00,2013-08-20 16:30:00,0.425,A
HF004,6,"GSLOOK",2013,2013-08-20 16:30:00,2013-09-10 18:00:00,0.382,A
HF004,6,"GSLOOK",2013,2013-09-10 18:00:00,2013-10-01 00:00:00,1.759,A
HF004,6,"GSLOOK",2014,2013-10-01 00:00:00,2013-10-01 14:30:00,0.281,A
HF004,6,"GSLOOK",2014,2013-10-01 14:30:00,2013-10-23 07:30:00,2.063,A
HF004,6,"GSLOOK",2014,2013-10-23 07:30:00,2013-11-12 14:00:00,1.498,A
HF004,6,"GSLOOK",2014,2013-11-12 14:00:00,2013-12-05 14:00:00,4.589,A
HF004,6,"GSLOOK",2014,2013-12-05 14:00:00,2013-12-22 16:00:00,1.706,A
HF004,6,"GSLOOK",2014,2013-12-22 16:00:00,2014-01-14 18:00:00,3.462,E
HF004,6,"GSLOOK",2014,2014-01-14 18:00:00,2014-02-04 13:00:00,3.821,A
HF004,6,"GSLOOK",2014,2014-02-04 13:00:00,2014-02-24 17:30:00,16.602,E
HF004,6,"GSLOOK",2014,2014-02-24 17:30:00,2014-03-18 14:30:00,12.563,A
HF004,6,"GSLOOK",2014,2014-03-18 14:30:00,2014-04-08 16:00:00,6.855,A
HF004,6,"GSLOOK",2014,2014-04-08 16:00:00,2014-04-29 14:00:00,5.083,P
HF004,6,"GSLOOK",2014,2014-04-29 14:00:00,2014-05-20 12:00:00,5.221,P
HF004,6,"GSLOOK",2014,2014-05-20 12:00:00,2014-06-10 15:00:00,1.788,P
HF004,6,"GSLOOK",2014,2014-06-10 15:00:00,2014-07-01 06:30:00,1.116,P
HF004,6,"GSLOOK",2014,2014-07-01 06:30:00,2014-07-22 15:30:00,0.737,P
HF004,6,"GSLOOK",2014,2014-07-22 15:30:00,2014-08-20 08:30:00,0.659,P
HF004,6,"GSWS01",2003,2002-10-01 00:00:00,2003-05-27 12:55:00,45.793,A
HF004,6,"GSWS01",2003,2003-05-27 12:55:00,2003-06-16 10:30:00,0.437,A
HF004,6,"GSWS01",2003,2003-06-16 10:30:00,2003-07-07 11:35:00,0.161,A
HF004,6,"GSWS01",2003,2003-07-07 11:35:00,2003-07-28 10:00:00,0.048,A
HF004,6,"GSWS01",2003,2003-07-28 10:00:00,2003-08-19 08:15:00,0.019,A
HF004,6,"GSWS01",2003,2003-08-19 08:15:00,2003-09-09 10:10:00,0.024,A
HF004,6,"GSWS01",2003,2003-09-09 10:10:00,2003-09-30 10:25:00,0.081,A
HF004,6,"GSWS01",2003,2003-09-30 10:25:00,2003-10-01 00:00:00,0.001,A
HF004,6,"GSWS01",2004,2003-10-01 00:00:00,2003-10-21 12:30:00,0.265,A
HF004,6,"GSWS01",2004,2003-10-21 12:30:00,2003-11-12 13:30:00,0.252,A
HF004,6,"GSWS01",2004,2003-11-12 13:30:00,2003-12-03 09:35:00,2.812,A
HF004,6,"GSWS01",2004,2003-12-03 09:35:00,2003-12-24 09:50:00,8.725,A
HF004,6,"GSWS01",2004,2003-12-24 09:50:00,2004-01-13 14:20:00,6.772,A
HF004,6,"GSWS01",2004,2004-01-13 14:20:00,2004-02-03 14:00:00,13.411,A
HF004,6,"GSWS01",2004,2004-02-03 14:00:00,2004-02-24 13:40:00,6.098,A
HF004,6,"GSWS01",2004,2004-02-24 13:40:00,2004-03-16 16:10:00,3.800,A
HF004,6,"GSWS01",2004,2004-03-16 16:10:00,2004-04-06 12:50:00,1.095,A
HF004,6,"GSWS01",2004,2004-04-06 12:50:00,2004-04-27 12:25:00,2.308,A
HF004,6,"GSWS01",2004,2004-04-27 12:25:00,2004-05-18 11:15:00,0.764,A
HF004,6,"GSWS01",2004,2004-05-18 11:15:00,2004-06-08 13:10:00,2.050,A
HF004,6,"GSWS01",2004,2004-06-08 13:10:00,2004-06-28 12:55:00,1.078,A
HF004,6,"GSWS01",2004,2004-06-28 12:55:00,2004-07-20 11:04:00,0.229,A
HF004,6,"GSWS01",2004,2004-07-20 11:04:00,2004-08-10 16:50:00,0.078,E
HF004,6,"GSWS01",2004,2004-08-10 16:50:00,2004-08-31 09:58:00,0.176,A
HF004,6,"GSWS01",2004,2004-08-31 09:58:00,2004-09-21 12:35:00,0.282,A
HF004,6,"GSWS01",2004,2004-09-21 12:35:00,2004-10-01 00:00:00,0.078,A
HF004,6,"GSWS01",2005,2004-10-01 00:00:00,2004-10-14 08:45:00,0.100,A
HF004,6,"GSWS01",2005,2004-10-14 08:45:00,2004-11-02 13:15:00,0.736,A
HF004,6,"GSWS01",2005,2004-11-02 13:15:00,2004-11-22 16:20:00,0.744,A
HF004,6,"GSWS01",2005,2004-11-22 16:20:00,2004-12-14 13:55:00,5.322,A
HF004,6,"GSWS01",2005,2004-12-14 13:55:00,2005-01-04 13:45:00,1.716,A
HF004,6,"GSWS01",2005,2005-01-04 13:45:00,2005-01-25 14:20:00,2.830,A
HF004,6,"GSWS01",2005,2005-01-25 14:20:00,2005-02-15 13:55:00,1.489,A
HF004,6,"GSWS01",2005,2005-02-15 13:55:00,2005-03-08 13:40:00,1.573,A
HF004,6,"GSWS01",2005,2005-03-08 13:40:00,2005-03-29 13:50:00,4.117,A
HF004,6,"GSWS01",2005,2005-03-29 13:50:00,2005-04-19 13:05:00,4.658,A
HF004,6,"GSWS01",2005,2005-04-19 13:05:00,2005-05-10 14:00:00,1.789,A
HF004,6,"GSWS01",2005,2005-05-10 14:00:00,2005-05-31 12:30:00,3.525,A
HF004,6,"GSWS01",2005,2005-05-31 12:30:00,2005-06-23 07:45:00,1.732,A
HF004,6,"GSWS01",2005,2005-06-23 07:45:00,2005-07-11 13:20:00,0.372,E
HF004,6,"GSWS01",2005,2005-07-11 13:20:00,2005-08-03 08:15:00,0.193,A
HF004,6,"GSWS01",2005,2005-08-03 08:15:00,2005-08-23 09:50:00,0.060,A
HF004,6,"GSWS01",2005,2005-08-23 09:50:00,2005-09-12 13:00:00,0.055,A
HF004,6,"GSWS01",2005,2005-09-12 13:00:00,2005-10-01 00:00:00,0.057,A
HF004,6,"GSWS01",2006,2005-10-01 00:00:00,2005-10-04 07:35:00,0.072,A
HF004,6,"GSWS01",2006,2005-10-04 07:35:00,2005-10-25 10:05:00,0.244,E
HF004,6,"GSWS01",2006,2005-10-25 10:05:00,2005-11-15 14:15:00,2.924,A
HF004,6,"GSWS01",2006,2005-11-15 14:15:00,2005-12-06 16:15:00,3.816,A
HF004,6,"GSWS01",2006,2005-12-06 16:15:00,2005-12-27 14:05:00,4.735,A
HF004,6,"GSWS01",2006,2005-12-27 14:05:00,2006-01-19 14:00:00,22.589,A
HF004,6,"GSWS01",2006,2006-01-19 14:00:00,2006-02-07 15:15:00,10.826,A
HF004,6,"GSWS01",2006,2006-02-07 15:15:00,2006-02-27 15:05:00,1.688,A
HF004,6,"GSWS01",2006,2006-02-27 15:05:00,2006-03-20 16:55:00,3.212,A
HF004,6,"GSWS01",2006,2006-03-20 16:55:00,2006-04-11 13:45:00,2.751,A
HF004,6,"GSWS01",2006,2006-04-11 13:45:00,2006-05-02 10:30:00,1.849,A
HF004,6,"GSWS01",2006,2006-05-02 10:30:00,2006-05-24 12:35:00,0.568,A
HF004,6,"GSWS01",2006,2006-05-24 12:35:00,2006-06-13 11:10:00,0.927,A
HF004,6,"GSWS01",2006,2006-06-13 11:10:00,2006-07-05 09:25:00,0.348,A
HF004,6,"GSWS01",2006,2006-07-05 09:25:00,2006-07-24 14:10:00,0.099,A
HF004,6,"GSWS01",2006,2006-07-24 14:10:00,2006-08-15 10:25:00,0.049,A
HF004,6,"GSWS01",2006,2006-08-15 10:25:00,2006-09-05 13:10:00,0.026,A
HF004,6,"GSWS01",2006,2006-09-05 13:10:00,2006-09-27 11:15:00,0.070,A
HF004,6,"GSWS01",2006,2006-09-27 11:15:00,2006-10-01 00:00:00,0.019,A
HF004,6,"GSWS01",2007,2006-10-01 00:00:00,2006-10-17 13:10:00,0.128,A
HF004,6,"GSWS01",2007,2006-10-17 13:10:00,2006-11-06 14:45:00,0.782,A
HF004,6,"GSWS01",2007,2006-11-06 14:45:00,2006-11-27 15:15:00,7.673,A
HF004,6,"GSWS01",2007,2006-11-27 15:15:00,2006-12-19 13:10:00,7.634,A
HF004,6,"GSWS01",2007,2006-12-19 13:10:00,2007-01-09 15:00:00,10.587,A
HF004,6,"GSWS01",2007,2007-01-09 15:00:00,2007-01-30 15:40:00,2.854,A
HF004,6,"GSWS01",2007,2007-01-30 15:40:00,2007-02-20 16:20:00,4.947,A
HF004,6,"GSWS01",2007,2007-02-20 16:20:00,2007-03-13 13:55:00,7.136,A
HF004,6,"GSWS01",2007,2007-03-13 13:55:00,2007-04-03 12:35:00,2.245,A
HF004,6,"GSWS01",2007,2007-04-03 12:35:00,2007-04-24 09:30:00,2.056,A
HF004,6,"GSWS01",2007,2007-04-24 09:30:00,2007-05-15 12:35:00,1.143,A
HF004,6,"GSWS01",2007,2007-05-15 12:35:00,2007-06-04 13:55:00,0.470,A
HF004,6,"GSWS01",2007,2007-06-04 13:55:00,2007-06-26 07:25:00,0.350,A
HF004,6,"GSWS01",2007,2007-06-26 07:25:00,2007-07-17 11:15:00,0.107,A
HF004,6,"GSWS01",2007,2007-07-17 11:15:00,2007-08-07 13:25:00,0.066,A
HF004,6,"GSWS01",2007,2007-08-07 13:25:00,2007-08-28 11:00:00,0.046,A
HF004,6,"GSWS01",2007,2007-08-28 11:00:00,2007-09-19 10:15:00,0.033,A
HF004,6,"GSWS01",2007,2007-09-19 10:15:00,2007-10-01 00:00:00,0.049,A
HF004,6,"GSWS01",2008,2007-10-01 00:00:00,2007-10-10 10:30:00,0.226,A
HF004,6,"GSWS01",2008,2007-10-10 10:30:00,2007-10-30 13:20:00,1.935,A
HF004,6,"GSWS01",2008,2007-10-30 13:20:00,2007-11-20 14:00:00,4.125,A
HF004,6,"GSWS01",2008,2007-11-20 14:00:00,2007-12-11 14:15:00,4.731,A
HF004,6,"GSWS01",2008,2007-12-11 14:15:00,2008-01-02 15:20:00,7.449,A
HF004,6,"GSWS01",2008,2008-01-02 15:20:00,2008-01-24 10:05:00,8.350,A
HF004,6,"GSWS01",2008,2008-01-24 10:05:00,2008-02-12 15:30:00,5.870,A
HF004,6,"GSWS01",2008,2008-02-12 15:30:00,2008-03-04 16:50:00,7.754,A
HF004,6,"GSWS01",2008,2008-03-04 16:50:00,2008-03-25 13:55:00,8.273,A
HF004,6,"GSWS01",2008,2008-03-25 13:55:00,2008-04-15 15:00:00,4.212,A
HF004,6,"GSWS01",2008,2008-04-15 15:00:00,2008-05-07 13:05:00,3.484,A
HF004,6,"GSWS01",2008,2008-05-07 13:05:00,2008-05-27 14:05:00,1.173,A
HF004,6,"GSWS01",2008,2008-05-27 14:05:00,2008-06-17 15:50:00,1.397,A
HF004,6,"GSWS01",2008,2008-06-17 15:50:00,2008-07-08 07:45:00,0.524,A
HF004,6,"GSWS01",2008,2008-07-08 07:45:00,2008-07-30 11:10:00,0.178,A
HF004,6,"GSWS01",2008,2008-07-30 11:10:00,2008-08-20 13:23:00,0.087,A
HF004,6,"GSWS01",2008,2008-08-20 13:23:00,2008-09-09 11:56:00,0.087,A
HF004,6,"GSWS01",2008,2008-09-09 11:56:00,2008-09-29 09:55:00,0.047,A
HF004,6,"GSWS01",2008,2008-09-29 09:55:00,2008-10-01 00:00:00,0.007,A
HF004,6,"GSWS01",2009,2008-10-01 00:00:00,2008-10-21 17:00:00,0.262,A
HF004,6,"GSWS01",2009,2008-10-21 17:00:00,2008-11-12 13:40:00,1.771,A
HF004,6,"GSWS01",2009,2008-11-12 13:40:00,2008-12-01 16:45:00,1.955,A
HF004,6,"GSWS01",2009,2008-12-01 16:45:00,2008-12-23 10:40:00,1.515,A
HF004,6,"GSWS01",2009,2008-12-23 10:40:00,2009-01-13 11:55:00,19.860,A
HF004,6,"GSWS01",2009,2009-01-13 11:55:00,2009-02-03 14:00:00,2.560,A
HF004,6,"GSWS01",2009,2009-02-03 14:00:00,2009-02-24 16:45:00,1.430,A
HF004,6,"GSWS01",2009,2009-02-24 16:45:00,2009-03-17 15:10:00,5.919,A
HF004,6,"GSWS01",2009,2009-03-17 15:10:00,2009-04-07 14:45:00,6.420,A
HF004,6,"GSWS01",2009,2009-04-07 14:45:00,2009-04-28 13:25:00,2.009,A
HF004,6,"GSWS01",2009,2009-04-28 13:25:00,2009-05-20 18:45:00,3.590,A
HF004,6,"GSWS01",2009,2009-05-20 18:45:00,2009-06-08 18:15:00,0.672,A
HF004,6,"GSWS01",2009,2009-06-08 18:15:00,2009-06-30 12:40:00,0.471,A
HF004,6,"GSWS01",2009,2009-06-30 12:40:00,2009-07-21 15:15:00,0.149,A
HF004,6,"GSWS01",2009,2009-07-21 15:15:00,2009-08-12 07:45:00,0.074,A
