STCODE,FORMAT,SITECODE,WATERYEAR,BEGIN_DATETIME,END_DATETIME,TOTAL_Q_SMPL,ESTCODE 
HF004,6,"GSWS06",1983,1982-10-20 11:50:00,1982-11-10 09:15:00,3.340,A
HF004,6,"GSWS06",1983,1982-11-10 09:15:00,1982-11-30 13:51:00,3.936,A
HF004,6,"GSWS06",1983,1982-11-30 13:51:00,1982-12-20 16:20:00,15.710,A
HF004,6,"GSWS06",1983,1982-12-20 16:20:00,1983-02-03 12:57:00,17.792,A
HF004,6,"GSWS06",1983,1983-02-03 12:57:00,1983-02-23 10:55:00,11.646,A
HF004,6,"GSWS06",1983,1983-02-23 10:55:00,1983-03-16 16:03:00,7.418,A
HF004,6,"GSWS06",1983,1983-03-16 16:03:00,1983-04-06 14:27:00,9.401,A
HF004,6,"GSWS06",1983,1983-04-06 14:27:00,1983-04-26 11:40:00,3.357,A
HF004,6,"GSWS06",1983,1983-04-26 11:40:00,1983-05-18 10:32:00,2.662,A
HF004,6,"GSWS06",1983,1983-05-18 10:32:00,1983-06-08 08:55:00,2.145,A
HF004,6,"GSWS06",1983,1983-06-08 08:55:00,1983-06-29 12:32:00,0.899,A
HF004,6,"GSWS06",1983,1983-06-29 12:32:00,1983-07-19 13:50:00,0.856,A
HF004,6,"GSWS06",1983,1983-07-19 13:50:00,1983-08-11 09:55:00,0.666,A
HF004,6,"GSWS06",1983,1983-08-11 09:55:00,1983-08-31 08:30:00,0.358,A
HF004,6,"GSWS06",1983,1983-08-31 08:30:00,1983-09-20 16:15:00,0.294,A
HF004,6,"GSWS06",1983,1983-09-20 16:15:00,1983-10-01 00:00:00,0.111,A
HF004,6,"GSWS06",1984,1983-10-01 00:00:00,1983-10-11 10:29:00,0.097,A
HF004,6,"GSWS06",1984,1983-10-11 10:29:00,1983-11-03 12:15:00,0.254,A
HF004,6,"GSWS06",1984,1983-11-03 12:15:00,1983-11-23 10:35:00,4.972,A
HF004,6,"GSWS06",1984,1983-11-23 10:35:00,1983-12-14 14:30:00,11.485,A
HF004,6,"GSWS06",1984,1983-12-14 14:30:00,1984-01-04 13:45:00,9.605,E
HF004,6,"GSWS06",1984,1984-01-04 13:45:00,1984-01-25 10:20:00,5.931,A
HF004,6,"GSWS06",1984,1984-01-25 10:20:00,1984-02-15 10:33:00,8.699,A
HF004,6,"GSWS06",1984,1984-02-15 10:33:00,1984-03-08 08:57:00,7.188,A
HF004,6,"GSWS06",1984,1984-03-08 08:57:00,1984-03-29 09:50:00,9.375,A
HF004,6,"GSWS06",1984,1984-03-29 09:50:00,1984-04-18 14:14:00,5.532,A
HF004,6,"GSWS06",1984,1984-04-18 14:14:00,1984-05-08 14:40:00,5.514,A
HF004,6,"GSWS06",1984,1984-05-08 14:40:00,1984-05-30 10:10:00,3.802,A
HF004,6,"GSWS06",1984,1984-05-30 10:10:00,1984-06-20 10:42:00,4.938,A
HF004,6,"GSWS06",1984,1984-06-20 10:42:00,1984-07-12 07:41:00,1.549,A
HF004,6,"GSWS06",1984,1984-07-12 07:41:00,1984-08-01 08:14:00,0.606,A
HF004,6,"GSWS06",1984,1984-08-01 08:14:00,1984-08-22 07:43:00,0.352,A
HF004,6,"GSWS06",1984,1984-08-22 07:43:00,1984-09-12 09:50:00,0.212,A
HF004,6,"GSWS06",1984,1984-09-12 09:50:00,1984-10-01 00:00:00,0.134,A
HF004,6,"GSWS06",1985,1984-10-01 00:00:00,1984-10-09 10:39:00,0.043,A
HF004,6,"GSWS06",1985,1984-10-09 10:39:00,1984-10-25 08:46:00,0.294,A
HF004,6,"GSWS06",1985,1984-10-25 08:46:00,1984-11-13 10:37:00,8.350,A
HF004,6,"GSWS06",1985,1984-11-13 10:37:00,1984-12-06 13:40:00,7.975,A
HF004,6,"GSWS06",1985,1984-12-06 13:40:00,1984-12-27 13:19:00,4.460,A
HF004,6,"GSWS06",1985,1984-12-27 13:19:00,1985-01-17 16:05:00,2.003,A
HF004,6,"GSWS06",1985,1985-01-17 16:05:00,1985-02-07 14:26:00,3.247,A
HF004,6,"GSWS06",1985,1985-02-07 14:26:00,1985-02-27 11:30:00,4.255,A
HF004,6,"GSWS06",1985,1985-02-27 11:30:00,1985-03-19 13:25:00,5.546,A
HF004,6,"GSWS06",1985,1985-03-19 13:25:00,1985-04-10 11:08:00,11.575,A
HF004,6,"GSWS06",1985,1985-04-10 11:08:00,1985-05-01 10:15:00,6.351,A
HF004,6,"GSWS06",1985,1985-05-01 10:15:00,1985-05-22 13:36:00,2.453,A
HF004,6,"GSWS06",1985,1985-05-22 13:36:00,1985-06-06 19:20:00,0.830,A
HF004,6,"GSWS06",1985,1985-06-06 19:20:00,1985-07-11 15:15:00,2.466,A
HF004,6,"GSWS06",1985,1985-07-11 15:15:00,1985-07-30 13:20:00,0.365,E
HF004,6,"GSWS06",1985,1985-07-30 13:20:00,1985-08-22 13:30:00,0.288,E
HF004,6,"GSWS06",1985,1985-08-22 13:30:00,1985-09-10 13:40:00,0.146,E
HF004,6,"GSWS06",1985,1985-09-10 13:40:00,1985-10-01 00:00:00,0.138,A
HF004,6,"GSWS06",1986,1985-10-01 00:00:00,1985-10-01 11:05:00,0.002,A
HF004,6,"GSWS06",1986,1985-10-01 11:05:00,1985-10-21 12:50:00,0.125,A
HF004,6,"GSWS06",1986,1985-10-21 12:50:00,1985-10-24 15:18:00,0.145,A
HF004,6,"GSWS06",1986,1985-10-24 15:18:00,1985-11-15 09:35:00,1.027,A
HF004,6,"GSWS06",1986,1985-11-15 09:35:00,1985-12-04 13:16:00,2.824,A
HF004,6,"GSWS06",1986,1985-12-04 13:16:00,1985-12-18 09:40:00,3.808,A
HF004,6,"GSWS06",1986,1985-12-18 09:40:00,1986-01-15 12:05:00,6.718,A
HF004,6,"GSWS06",1986,1986-01-15 12:05:00,1986-02-04 10:43:00,7.795,A
HF004,6,"GSWS06",1986,1986-02-04 10:43:00,1986-02-27 09:07:00,18.202,A
HF004,6,"GSWS06",1986,1986-02-27 09:07:00,1986-03-18 14:30:00,5.244,A
HF004,6,"GSWS06",1986,1986-03-18 14:30:00,1986-04-09 16:10:00,3.080,A
HF004,6,"GSWS06",1986,1986-04-09 16:10:00,1986-04-29 10:15:00,2.419,A
HF004,6,"GSWS06",1986,1986-04-29 10:15:00,1986-05-21 07:45:00,4.299,A
HF004,6,"GSWS06",1986,1986-05-21 07:45:00,1986-06-12 07:12:00,1.525,A
HF004,6,"GSWS06",1986,1986-06-12 07:12:00,1986-07-02 12:25:00,0.623,A
HF004,6,"GSWS06",1986,1986-07-02 12:25:00,1986-07-24 10:06:00,0.394,A
HF004,6,"GSWS06",1986,1986-07-24 10:06:00,1986-08-14 12:50:00,0.194,A
HF004,6,"GSWS06",1986,1986-08-14 12:50:00,1986-09-04 14:20:00,0.113,A
HF004,6,"GSWS06",1986,1986-09-04 14:20:00,1986-09-24 13:34:00,0.153,A
HF004,6,"GSWS06",1986,1986-09-24 13:34:00,1986-10-01 00:00:00,0.241,A
HF004,6,"GSWS06",1987,1986-10-01 00:00:00,1986-10-17 11:55:00,0.271,A
HF004,6,"GSWS06",1987,1986-10-17 11:55:00,1986-11-05 11:53:00,0.565,A
HF004,6,"GSWS06",1987,1986-11-05 11:53:00,1986-11-24 11:56:00,5.111,A
HF004,6,"GSWS06",1987,1986-11-24 11:56:00,1986-12-16 09:15:00,9.327,A
HF004,6,"GSWS06",1987,1986-12-16 09:15:00,1987-01-06 10:45:00,3.437,A
HF004,6,"GSWS06",1987,1987-01-06 10:45:00,1987-01-28 10:30:00,4.959,A
HF004,6,"GSWS06",1987,1987-01-28 10:30:00,1987-02-19 10:55:00,10.246,A
HF004,6,"GSWS06",1987,1987-02-19 10:55:00,1987-03-10 08:35:00,3.028,A
HF004,6,"GSWS06",1987,1987-03-10 08:35:00,1987-03-31 13:10:00,5.046,A
HF004,6,"GSWS06",1987,1987-03-31 13:10:00,1987-04-22 08:15:00,1.801,A
HF004,6,"GSWS06",1987,1987-04-22 08:15:00,1987-05-12 08:30:00,1.027,A
HF004,6,"GSWS06",1987,1987-05-12 08:30:00,1987-06-02 08:35:00,0.726,A
HF004,6,"GSWS06",1987,1987-06-02 08:35:00,1987-10-01 00:00:00,1.285,A
HF004,6,"GSWS06",2003,2002-10-01 00:00:00,2002-11-19 13:40:00,0.217,A
HF004,6,"GSWS06",2003,2002-11-19 13:40:00,2002-12-10 12:45:00,0.106,A
HF004,6,"GSWS06",2003,2002-12-10 12:45:00,2003-01-01 12:35:00,3.159,A
HF004,6,"GSWS06",2003,2003-01-01 12:35:00,2003-01-21 17:05:00,6.677,A
HF004,6,"GSWS06",2003,2003-01-21 17:05:00,2003-02-11 13:45:00,8.784,A
HF004,6,"GSWS06",2003,2003-02-11 13:45:00,2003-03-04 13:05:00,4.455,A
HF004,6,"GSWS06",2003,2003-03-04 13:05:00,2003-03-26 12:20:00,11.839,A
HF004,6,"GSWS06",2003,2003-03-26 12:20:00,2003-04-15 12:15:00,6.196,A
HF004,6,"GSWS06",2003,2003-04-15 12:15:00,2003-05-06 12:45:00,3.942,A
HF004,6,"GSWS06",2003,2003-05-06 12:45:00,2003-05-28 08:20:00,2.078,A
HF004,6,"GSWS06",2003,2003-05-28 08:20:00,2003-06-18 08:30:00,0.716,A
HF004,6,"GSWS06",2003,2003-06-18 08:30:00,2003-07-07 09:40:00,0.340,A
HF004,6,"GSWS06",2003,2003-07-07 09:40:00,2003-07-29 12:40:00,0.172,A
HF004,6,"GSWS06",2003,2003-07-29 12:40:00,2003-08-18 12:05:00,0.068,A
HF004,6,"GSWS06",2003,2003-08-18 12:05:00,2003-09-09 07:55:00,0.031,A
HF004,6,"GSWS06",2003,2003-09-09 07:55:00,2003-10-01 00:00:00,0.043,A
HF004,6,"GSWS06",2004,2003-10-01 00:00:00,2003-10-01 14:15:00,0.001,A
HF004,6,"GSWS06",2004,2003-10-01 14:15:00,2003-10-21 14:35:00,0.075,A
HF004,6,"GSWS06",2004,2003-10-21 14:35:00,2003-11-13 15:20:00,0.066,A
HF004,6,"GSWS06",2004,2003-11-13 15:20:00,2003-12-02 12:15:00,0.721,A
HF004,6,"GSWS06",2004,2003-12-02 12:15:00,2003-12-23 12:15:00,7.592,A
HF004,6,"GSWS06",2004,2003-12-23 12:15:00,2004-01-13 15:55:00,4.203,A
HF004,6,"GSWS06",2004,2004-01-13 15:55:00,2004-02-04 12:55:00,13.883,A
HF004,6,"GSWS06",2004,2004-02-04 12:55:00,2004-02-24 18:00:00,7.187,A
HF004,6,"GSWS06",2004,2004-02-24 18:00:00,2004-03-16 13:20:00,4.662,A
HF004,6,"GSWS06",2004,2004-03-16 13:20:00,2004-04-07 10:15:00,1.602,A
HF004,6,"GSWS06",2004,2004-04-07 10:15:00,2004-04-27 10:10:00,2.007,A
HF004,6,"GSWS06",2004,2004-04-27 10:10:00,2004-05-17 13:10:00,1.350,A
HF004,6,"GSWS06",2004,2004-05-17 13:10:00,2004-06-08 14:25:00,2.216,A
HF004,6,"GSWS06",2004,2004-06-08 14:25:00,2004-06-29 08:40:00,2.118,A
HF004,6,"GSWS06",2004,2004-06-29 08:40:00,2004-07-20 09:50:00,0.686,A
HF004,6,"GSWS06",2004,2004-07-20 09:50:00,2004-08-09 11:15:00,0.260,A
HF004,6,"GSWS06",2004,2004-08-09 11:15:00,2004-08-31 10:40:00,0.219,A
HF004,6,"GSWS06",2004,2004-08-31 10:40:00,2004-09-21 15:10:00,0.214,A
HF004,6,"GSWS06",2004,2004-09-21 15:10:00,2004-10-01 00:00:00,0.076,A
HF004,6,"GSWS06",2005,2004-10-01 00:00:00,2004-10-13 08:10:00,0.061,A
HF004,6,"GSWS06",2005,2004-10-13 08:10:00,2004-11-01 14:50:00,0.253,A
HF004,6,"GSWS06",2005,2004-11-01 14:50:00,2004-11-22 15:35:00,0.467,A
HF004,6,"GSWS06",2005,2004-11-22 15:35:00,2004-12-14 13:40:00,3.910,A
HF004,6,"GSWS06",2005,2004-12-14 13:40:00,2005-01-04 15:00:00,2.057,A
HF004,6,"GSWS06",2005,2005-01-04 15:00:00,2005-01-25 15:55:00,2.693,A
HF004,6,"GSWS06",2005,2005-01-25 15:55:00,2005-02-15 16:00:00,1.459,A
HF004,6,"GSWS06",2005,2005-02-15 16:00:00,2005-03-08 17:35:00,1.186,A
HF004,6,"GSWS06",2005,2005-03-08 17:35:00,2005-03-29 15:15:00,2.335,A
HF004,6,"GSWS06",2005,2005-03-29 15:15:00,2005-04-20 08:30:00,6.500,A
HF004,6,"GSWS06",2005,2005-04-20 08:30:00,2005-05-10 10:40:00,2.240,A
HF004,6,"GSWS06",2005,2005-05-10 10:40:00,2005-05-31 14:45:00,4.246,A
HF004,6,"GSWS06",2005,2005-05-31 14:45:00,2005-06-21 08:25:00,1.779,A
HF004,6,"GSWS06",2005,2005-06-21 08:25:00,2005-07-11 15:20:00,1.250,A
HF004,6,"GSWS06",2005,2005-07-11 15:20:00,2005-08-02 08:30:00,0.540,A
HF004,6,"GSWS06",2005,2005-08-02 08:30:00,2005-08-23 08:45:00,0.220,A
HF004,6,"GSWS06",2005,2005-08-23 08:45:00,2005-09-12 10:45:00,0.100,A
HF004,6,"GSWS06",2005,2005-09-12 10:45:00,2005-10-01 00:00:00,0.067,A
HF004,6,"GSWS06",2006,2005-10-01 00:00:00,2005-10-05 08:10:00,0.040,A
HF004,6,"GSWS06",2006,2005-10-05 08:10:00,2005-10-25 15:55:00,0.071,A
HF004,6,"GSWS06",2006,2005-10-25 15:55:00,2005-11-15 16:45:00,1.396,A
HF004,6,"GSWS06",2006,2005-11-15 16:45:00,2005-12-07 15:45:00,1.943,A
HF004,6,"GSWS06",2006,2005-12-07 15:45:00,2005-12-27 16:15:00,5.761,A
HF004,6,"GSWS06",2006,2005-12-27 16:15:00,2006-01-18 14:00:00,22.666,A
HF004,6,"GSWS06",2006,2006-01-18 14:00:00,2006-02-08 14:20:00,11.339,A
HF004,6,"GSWS06",2006,2006-02-08 14:20:00,2006-02-27 16:25:00,3.785,A
HF004,6,"GSWS06",2006,2006-02-27 16:25:00,2006-03-20 16:40:00,3.369,A
HF004,6,"GSWS06",2006,2006-03-20 16:40:00,2006-04-11 16:20:00,5.428,A
HF004,6,"GSWS06",2006,2006-04-11 16:20:00,2006-05-01 13:50:00,3.541,A
HF004,6,"GSWS06",2006,2006-05-01 13:50:00,2006-05-23 09:55:00,1.007,A
HF004,6,"GSWS06",2006,2006-05-23 09:55:00,2006-06-12 14:55:00,0.838,A
HF004,6,"GSWS06",2006,2006-06-12 14:55:00,2006-07-05 14:05:00,0.683,A
HF004,6,"GSWS06",2006,2006-07-05 14:05:00,2006-07-25 08:20:00,0.305,E
HF004,6,"GSWS06",2006,2006-07-25 08:20:00,2006-08-15 12:40:00,0.146,A
HF004,6,"GSWS06",2006,2006-08-15 12:40:00,2006-09-06 08:15:00,0.060,A
HF004,6,"GSWS06",2006,2006-09-06 08:15:00,2006-09-26 09:55:00,0.048,A
HF004,6,"GSWS06",2006,2006-09-26 09:55:00,2006-10-01 00:00:00,0.006,A
HF004,6,"GSWS06",2007,2006-10-01 00:00:00,2006-10-17 16:40:00,0.029,A
HF004,6,"GSWS06",2007,2006-10-17 16:40:00,2006-11-06 16:55:00,0.179,A
HF004,6,"GSWS06",2007,2006-11-06 16:55:00,2006-11-27 15:10:00,7.065,A
HF004,6,"GSWS06",2007,2006-11-27 15:10:00,2006-12-19 15:40:00,11.855,A
HF004,6,"GSWS06",2007,2006-12-19 15:40:00,2007-01-09 16:50:00,10.272,A
HF004,6,"GSWS06",2007,2007-01-09 16:50:00,2007-01-30 14:40:00,3.661,A
HF004,6,"GSWS06",2007,2007-01-30 14:40:00,2007-02-20 14:35:00,4.429,A
HF004,6,"GSWS06",2007,2007-02-20 14:35:00,2007-03-14 11:30:00,7.679,A
HF004,6,"GSWS06",2007,2007-03-14 11:30:00,2007-04-04 09:45:00,3.640,A
HF004,6,"GSWS06",2007,2007-04-04 09:45:00,2007-04-23 10:50:00,1.789,A
HF004,6,"GSWS06",2007,2007-04-23 10:50:00,2007-05-16 09:30:00,1.742,A
HF004,6,"GSWS06",2007,2007-05-16 09:30:00,2007-06-04 16:00:00,0.603,A
HF004,6,"GSWS06",2007,2007-06-04 16:00:00,2007-06-27 08:30:00,0.411,A
HF004,6,"GSWS06",2007,2007-06-27 08:30:00,2007-07-18 10:25:00,0.214,A
HF004,6,"GSWS06",2007,2007-07-18 10:25:00,2007-08-06 13:20:00,0.094,E
HF004,6,"GSWS06",2007,2007-08-06 13:20:00,2007-08-27 15:40:00,0.057,A
HF004,6,"GSWS06",2007,2007-08-27 15:40:00,2007-09-18 10:45:00,0.020,A
HF004,6,"GSWS06",2007,2007-09-18 10:45:00,2007-10-01 00:00:00,0.023,A
HF004,6,"GSWS06",2008,2007-10-01 00:00:00,2007-10-09 13:35:00,0.057,A
HF004,6,"GSWS06",2008,2007-10-09 13:35:00,2007-10-31 08:50:00,0.894,A
HF004,6,"GSWS06",2008,2007-10-31 08:50:00,2007-11-20 17:15:00,3.374,A
HF004,6,"GSWS06",2008,2007-11-20 17:15:00,2007-12-11 12:55:00,7.125,A
HF004,6,"GSWS06",2008,2007-12-11 12:55:00,2008-01-03 11:20:00,6.449,E
HF004,6,"GSWS06",2008,2008-01-03 11:20:00,2008-01-23 14:10:00,6.295,A
HF004,6,"GSWS06",2008,2008-01-23 14:10:00,2008-02-13 16:25:00,2.803,A
HF004,6,"GSWS06",2008,2008-02-13 16:25:00,2008-03-05 13:05:00,5.488,A
HF004,6,"GSWS06",2008,2008-03-05 13:05:00,2008-03-26 14:15:00,8.499,A
HF004,6,"GSWS06",2008,2008-03-26 14:15:00,2008-04-15 17:30:00,4.659,A
HF004,6,"GSWS06",2008,2008-04-15 17:30:00,2008-05-08 15:35:00,9.495,A
HF004,6,"GSWS06",2008,2008-05-08 15:35:00,2008-05-27 12:00:00,7.934,A
HF004,6,"GSWS06",2008,2008-05-27 12:00:00,2008-06-17 10:23:00,3.161,A
HF004,6,"GSWS06",2008,2008-06-17 10:23:00,2008-07-09 08:45:00,1.186,A
HF004,6,"GSWS06",2008,2008-07-09 08:45:00,2008-07-29 12:15:00,0.465,A
HF004,6,"GSWS06",2008,2008-07-29 12:15:00,2008-08-20 10:57:00,0.213,A
HF004,6,"GSWS06",2008,2008-08-20 10:57:00,2008-09-09 13:35:00,0.124,A
HF004,6,"GSWS06",2008,2008-09-09 13:35:00,2008-09-30 07:45:00,0.046,A
HF004,6,"GSWS06",2008,2008-09-30 07:45:00,2008-10-01 00:00:00,0.001,A
HF004,6,"GSWS06",2009,2008-10-01 00:00:00,2008-10-22 14:25:00,0.087,A
HF004,6,"GSWS06",2009,2008-10-22 14:25:00,2008-11-11 16:00:00,0.203,A
HF004,6,"GSWS06",2009,2008-11-11 16:00:00,2008-12-01 14:50:00,1.199,A
HF004,6,"GSWS06",2009,2008-12-01 14:50:00,2008-12-23 12:30:00,0.615,A
HF004,6,"GSWS06",2009,2008-12-23 12:30:00,2009-01-14 14:00:00,15.649,A
HF004,6,"GSWS06",2009,2009-01-14 14:00:00,2009-02-04 14:50:00,5.696,A
HF004,6,"GSWS06",2009,2009-02-04 14:50:00,2009-02-25 15:10:00,2.578,A
HF004,6,"GSWS06",2009,2009-02-25 15:10:00,2009-03-18 16:30:00,5.271,A
HF004,6,"GSWS06",2009,2009-03-18 16:30:00,2009-04-06 15:15:00,6.974,A
HF004,6,"GSWS06",2009,2009-04-06 15:15:00,2009-04-29 14:55:00,5.402,A
HF004,6,"GSWS06",2009,2009-04-29 14:55:00,2009-05-20 12:50:00,4.785,A
HF004,6,"GSWS06",2009,2009-05-20 12:50:00,2009-06-08 14:50:00,1.352,A
HF004,6,"GSWS06",2009,2009-06-08 14:50:00,2009-07-01 12:35:00,0.676,A
HF004,6,"GSWS06",2009,2009-07-01 12:35:00,2009-07-21 10:00:00,0.271,A
HF004,6,"GSWS06",2009,2009-07-21 10:00:00,2009-08-11 12:25:00,0.131,A
HF004,6,"GSWS06",2009,2009-08-11 12:25:00,2009-09-01 13:05:00,0.051,A
HF004,6,"GSWS06",2009,2009-09-01 13:05:00,2009-09-24 08:55:00,0.029,A
HF004,6,"GSWS06",2009,2009-09-24 08:55:00,2009-10-01 00:00:00,0.008,A
HF004,6,"GSWS06",2010,2009-10-01 00:00:00,2009-10-13 17:30:00,0.017,A
HF004,6,"GSWS06",2010,2009-10-13 17:30:00,2009-11-04 13:10:00,0.168,A
HF004,6,"GSWS06",2010,2009-11-04 13:10:00,2009-11-23 17:20:00,0.823,A
HF004,6,"GSWS06",2010,2009-11-23 17:20:00,2009-12-16 13:20:00,2.086,A
HF004,6,"GSWS06",2010,2009-12-16 13:20:00,2010-01-04 17:50:00,7.222,A
HF004,6,"GSWS06",2010,2010-01-04 17:50:00,2010-01-27 16:10:00,7.008,A
HF004,6,"GSWS06",2010,2010-01-27 16:10:00,2010-02-17 16:25:00,2.983,A
HF004,6,"GSWS06",2010,2010-02-17 16:25:00,2010-03-08 15:20:00,2.390,A
HF004,6,"GSWS06",2010,2010-03-08 15:20:00,2010-03-30 10:40:00,3.127,A
HF004,6,"GSWS06",2010,2010-03-30 10:40:00,2010-04-20 17:10:00,6.857,A
HF004,6,"GSWS06",2010,2010-04-20 17:10:00,2010-05-12 15:15:00,4.258,A
HF004,6,"GSWS06",2010,2010-05-12 15:15:00,2010-06-02 14:15:00,2.763,A
HF004,6,"GSWS06",2010,2010-06-02 14:15:00,2010-06-23 08:20:00,6.854,A
HF004,6,"GSWS06",2010,2010-06-23 08:20:00,2010-07-13 11:45:00,1.048,A
HF004,6,"GSWS06",2010,2010-07-13 11:45:00,2010-08-02 13:20:00,0.427,A
HF004,6,"GSWS06",2010,2010-08-02 13:20:00,2010-08-26 09:25:00,0.191,A
HF004,6,"GSWS06",2010,2010-08-26 09:25:00,2010-09-14 14:00:00,0.096,A
HF004,6,"GSWS06",2010,2010-09-14 14:00:00,2010-10-01 00:00:00,0.109,E
HF004,6,"GSWS06",2011,2010-10-01 00:00:00,2010-10-05 16:50:00,0.012,A
HF004,6,"GSWS06",2011,2010-10-05 16:50:00,2010-10-26 09:25:00,0.183,A
HF004,6,"GSWS06",2011,2010-10-26 09:25:00,2010-11-16 16:00:00,1.132,A
HF004,6,"GSWS06",2011,2010-11-16 16:00:00,2010-12-08 14:10:00,5.491,A
HF004,6,"GSWS06",2011,2010-12-08 14:10:00,2010-12-29 16:25:00,11.475,A
HF004,6,"GSWS06",2011,2010-12-29 16:25:00,2011-01-19 15:30:00,11.055,A
HF004,6,"GSWS06",2011,2011-01-19 15:30:00,2011-02-08 16:20:00,3.796,A
HF004,6,"GSWS06",2011,2011-02-08 16:20:00,2011-03-02 14:10:00,1.415,A
HF004,6,"GSWS06",2011,2011-03-02 14:10:00,2011-03-22 15:20:00,7.826,A
HF004,6,"GSWS06",2011,2011-03-22 15:20:00,2011-04-12 15:37:00,9.699,A
HF004,6,"GSWS06",2011,2011-04-12 15:37:00,2011-05-01 18:30:00,7.778,A
HF004,6,"GSWS06",2011,2011-05-01 18:30:00,2011-05-26 12:25:00,3.667,A
HF004,6,"GSWS06",2011,2011-05-26 12:25:00,2011-06-15 15:40:00,3.057,A
HF004,6,"GSWS06",2011,2011-06-15 15:40:00,2011-07-06 11:40:00,0.976,A
HF004,6,"GSWS06",2011,2011-07-06 11:40:00,2011-07-25 14:30:00,0.462,A
HF004,6,"GSWS06",2011,2011-07-25 14:30:00,2011-08-16 16:10:00,0.250,A
HF004,6,"GSWS06",2011,2011-08-16 16:10:00,2011-09-06 14:50:00,0.092,A
HF004,6,"GSWS06",2011,2011-09-06 14:50:00,2011-09-28 11:25:00,0.035,A
HF004,6,"GSWS06",2011,2011-09-28 11:25:00,2011-10-01 00:00:00,0.003,A
HF004,6,"GSWS06",2012,2011-10-01 00:00:00,2011-10-18 18:55:00,0.069,A
HF004,6,"GSWS06",2012,2011-10-18 18:55:00,2011-11-09 21:10:00,0.046,A
HF004,6,"GSWS06",2012,2011-11-09 21:10:00,2011-11-30 11:15:00,1.050,A
HF004,6,"GSWS06",2012,2011-11-30 11:15:00,2011-12-21 14:25:00,0.751,A
HF004,6,"GSWS06",2012,2011-12-21 14:25:00,2012-01-11 15:12:00,6.403,A
HF004,6,"GSWS06",2012,2012-01-11 15:12:00,2012-02-01 18:10:00,13.989,A
HF004,6,"GSWS06",2012,2012-02-01 18:10:00,2012-02-22 15:00:00,5.117,A
HF004,6,"GSWS06",2012,2012-02-22 15:00:00,2012-03-12 13:50:00,4.703,A
HF004,6,"GSWS06",2012,2012-03-12 13:50:00,2012-04-04 17:45:00,15.830,A
HF004,6,"GSWS06",2012,2012-04-04 17:45:00,2012-04-25 17:35:00,8.123,A
HF004,6,"GSWS06",2012,2012-04-25 17:35:00,2012-05-16 13:41:00,4.511,A
HF004,6,"GSWS06",2012,2012-05-16 13:41:00,2012-06-06 13:10:00,1.243,A
HF004,6,"GSWS06",2012,2012-06-06 13:10:00,2012-06-26 08:45:00,1.790,A
HF004,6,"GSWS06",2012,2012-06-26 08:45:00,2012-07-17 11:02:00,1.247,A
HF004,6,"GSWS06",2012,2012-07-17 11:02:00,2012-08-07 11:45:00,0.499,A
HF004,6,"GSWS06",2012,2012-08-07 11:45:00,2012-08-28 14:45:00,0.203,A
HF004,6,"GSWS06",2012,2012-08-28 14:45:00,2012-09-18 10:55:00,0.079,A
HF004,6,"GSWS06",2012,2012-09-18 10:55:00,2012-10-01 00:00:00,0.025,A
HF004,6,"GSWS06",2013,2012-10-01 00:00:00,2012-10-08 14:05:00,0.010,A
HF004,6,"GSWS06",2013,2012-10-08 14:05:00,2012-10-30 11:50:00,0.399,A
HF004,6,"GSWS06",2013,2012-10-30 11:50:00,2012-11-20 15:20:00,1.752,A
HF004,6,"GSWS06",2013,2012-11-20 15:20:00,2012-12-11 15:20:00,13.756,A
HF004,6,"GSWS06",2013,2012-12-11 15:20:00,2013-01-02 17:00:00,4.157,A
HF004,6,"GSWS06",2013,2013-01-02 17:00:00,2013-01-22 15:43:00,4.203,A
HF004,6,"GSWS06",2013,2013-01-22 15:43:00,2013-02-12 16:05:00,6.901,A
HF004,6,"GSWS06",2013,2013-02-12 16:05:00,2013-03-05 18:20:00,4.049,A
HF004,6,"GSWS06",2013,2013-03-05 18:20:00,2013-03-27 16:37:00,5.182,A
HF004,6,"GSWS06",2013,2013-03-27 16:37:00,2013-04-16 12:10:00,5.079,A
HF004,6,"GSWS06",2013,2013-04-16 12:10:00,2013-05-08 10:15:00,2.184,A
HF004,6,"GSWS06",2013,2013-05-08 10:15:00,2013-05-29 15:00:00,0.952,A
HF004,6,"GSWS06",2013,2013-05-29 15:00:00,2013-06-19 12:30:00,1.291,A
HF004,6,"GSWS06",2013,2013-06-19 12:30:00,2013-07-09 10:55:00,0.594,A
HF004,6,"GSWS06",2013,2013-07-09 10:55:00,2013-07-30 16:30:00,0.276,A
HF004,6,"GSWS06",2013,2013-07-30 16:30:00,2013-08-20 08:55:00,0.129,E
HF004,6,"GSWS06",2013,2013-08-20 08:55:00,2013-09-10 15:00:00,0.068,A
HF004,6,"GSWS06",2013,2013-09-10 15:00:00,2013-10-01 00:00:00,0.598,E
HF004,6,"GSWS06",2014,2013-10-01 00:00:00,2013-10-01 11:50:00,0.084,A
HF004,6,"GSWS06",2014,2013-10-01 11:50:00,2013-10-23 14:10:00,1.150,A
HF004,6,"GSWS06",2014,2013-10-23 14:10:00,2013-11-13 09:55:00,0.678,A
HF004,6,"GSWS06",2014,2013-11-13 09:55:00,2013-12-03 15:10:00,2.356,A
HF004,6,"GSWS06",2014,2013-12-03 15:10:00,2013-12-22 10:15:00,1.722,A
